STATE,YEAR,TOTAL_REVENUE_GROSS,FEDERAL_REVENUE_GROSS,STATE_REVENUE_GROSS,LOCAL_REVENUE_GROSS,TOTAL_EXPENDITURE_GROSS,INSTRUCTION_EXPENDITURE_GROSS,SUPPORT_SERVICES_EXPENDITURE_GROSS,CAPITAL_OUTLAY_EXPENDITURE_GROSS,ENROLMENT_GROSS,RULING_PARTY,POPULATION,AVERAGE_SCORE_GROSS,AM_AVERAGE_SCORE_GROSS,AS_AVERAGE_SCORE_GROSS,HI_AVERAGE_SCORE_GROSS,BL_AVERAGE_SCORE_GROSS,WH_AVERAGE_SCORE_GROSS,HP_AVERAGE_SCORE_GROSS,TR_AVERAGE_SCORE_GROSS,TOTAL_REVENUE_PCT,FEDERAL_REVENUE_PCT,STATE_REVENUE_PCT,LOCAL_REVENUE_PCT,TOTAL_EXPENDITURE_PCT,INSTRUCTION_EXPENDITURE_PCT,SUPPORT_SERVICES_EXPENDITURE_PCT,CAPITAL_OUTLAY_EXPENDITURE_PCT,ENROLMENT_PCT,AVERAGE_SCORE_PCT,AM_AVERAGE_SCORE_PCT,AS_AVERAGE_SCORE_PCT,HI_AVERAGE_SCORE_PCT,BL_AVERAGE_SCORE_PCT,WH_AVERAGE_SCORE_PCT,HP_AVERAGE_SCORE_PCT,TR_AVERAGE_SCORE_PCT,TOTAL_REVENUE_PC,FEDERAL_REVENUE_PC,STATE_REVENUE_PC,LOCAL_REVENUE_PC,TOTAL_EXPENDITURE_PC,INSTRUCTION_EXPENDITURE_PC,SUPPORT_SERVICES_EXPENDITURE_PC,CAPITAL_OUTLAY_EXPENDITURE_PC,ENROLMENT_PC
Oklahoma,2004,4622080,593693,2360286,1668101,4400069,2141737,1450284,320142,44372,Democrat,3570933,222.75,0,0,0,0,0,0,0,4.410487402,5.269569165,3.849946211,4.906998156,0.538489415,-0.780005689,3.443420753,4.208480761,-1.019429387,0.564334086,0,0,0,0,0,0,0,1.294362006,0.16625711,0.660971796,0.467133099,1.232190299,0.599769584,0.406135875,0.0896522,0.012425884
Oregon,2004,5086083,460902,2658285,1966896,5393871,2498566,1559219,486745,41298,Democrat,3585269,227.25,0,0,0,0,0,0,0,10.75918893,13.12366235,13.21148858,7.099253642,8.337551248,1.633206761,0.84486947,-19.68540446,0.965699337,0.110132159,0,0,0,0,0,0,0,1.418605689,0.128554371,0.741446458,0.548604861,1.504453641,0.696897778,0.434895959,0.135762477,0.011518801
Pennsylvania,2004,21104028,1610741,7196172,12297115,22054811,10695295,6251075,1941824,133418,Democrat,12449584,229.75,0,0,0,0,0,0,0,6.523887965,13.46090992,4.101073419,7.124977013,6.92485317,5.359960084,8.417679345,5.045678996,-1.728722425,0.989010989,0,0,0,0,0,0,0,1.695159292,0.12938111,0.578025097,0.987753085,1.771529956,0.859088545,0.502111155,0.155975011,0.010716663
South Carolina,2004,5961494,616660,2741127,2603707,6138231,2971895,1780063,828530,51999,Republican,4257353,225.5,0,0,0,0,0,0,0,4.409805967,15.18690367,-0.753959791,7.930152545,1.883630964,2.888278492,2.814891228,-4.267316185,-1.358247178,0,0,0,0,0,0,0,0,1.400281818,0.14484587,0.64385711,0.611578838,1.441795172,0.698061683,0.418114965,0.194611534,0.012213927
South Dakota,2004,1007135,156117,343216,507802,1012096,521961,306877,105677,8862,Republican,778578,230.75,0,0,0,0,0,0,0,4.282247059,5.130708831,4.455590183,3.907886983,1.838657387,4.500880916,3.861331853,-13.55452486,-3.041575492,0.544662309,0,0,0,0,0,0,0,1.293556972,0.200515555,0.440824169,0.652217247,1.299928845,0.670402965,0.394150618,0.135730781,0.011382289
Tennessee,2004,6349101,692353,2743825,2912923,6738601,3843346,1796619,574810,70555,Democrat,5952012,221.5,0,0,0,0,0,0,0,5.910916141,13.79019044,3.58321105,6.412033316,3.947909743,6.122844565,4.639781101,-9.613963362,0.154728444,0.681818182,0,0,0,0,0,0,0,1.066715087,0.116322514,0.460991174,0.489401399,1.132155144,0.645722152,0.301850702,0.096574066,0.011853975
Texas,2004,36055119,3782724,13201169,19071226,38150452,18291531,10509643,4812152,324389,Republican,22569316,228.25,0,0,0,0,0,0,0,2.594761052,12.57832398,-3.466552806,5.319769917,2.187778251,1.563875027,2.392919041,1.007482126,0.808296145,0.995575221,0,0,0,0,0,0,0,1.59752821,0.167604725,0.584916663,0.845006823,1.690368109,0.81046014,0.465660678,0.213216564,0.01437301
Utah,2004,2997200,299200,1654191,1043809,3066684,1552853,739158,479463,37888,Republican,2445455,228.5,0,0,0,0,0,0,0,4.227885306,13.75128312,2.923524332,3.821509706,3.678655683,2.935701852,4.826074131,2.176234041,5.057675244,0.660792952,0,0,0,0,0,0,0,1.22562059,0.12234942,0.676434856,0.426836315,1.254034116,0.634995533,0.302257862,0.1960629,0.015493231
Vermont,2004,1525776,94546,801169,630061,1550157,700068,368208,77287,6807,Republican,615593,234.75,0,0,0,0,0,0,0,5.141020596,18.24753614,2.829459752,6.41286559,7.577998294,5.591109489,6.669138757,66.52733188,-3.43311108,0.320512821,0,0,0,0,0,0,0,2.478546702,0.153585242,1.301458918,1.023502541,2.518152416,1.137225407,0.598135456,0.125548861,0.011057631
Virginia,2004,11151172,765353,4241483,6144336,11404055,6006830,3400515,1125646,89742,Democrat,7447519,232,0,0,0,0,0,0,0,6.159507936,9.537065131,3.761583474,7.461089023,6.117015312,6.103537161,6.788925656,5.262045587,-1.087855041,0.432900433,0,0,0,0,0,0,0,1.497300242,0.10276617,0.569516238,0.825017835,1.531255577,0.806554505,0.456597022,0.151143757,0.012049919
Washington,2004,8790531,749399,5416352,2624780,9009980,4446860,2579078,1217468,75151,Democrat,6226289,231,0,0,0,0,0,0,0,2.625549346,6.680721854,1.538805324,3.791412785,2.358371655,2.639892514,2.573976111,2.327066914,0.057250892,0.653594771,0,0,0,0,0,0,0,1.411841146,0.120360459,0.869916575,0.421564113,1.4470867,0.71420713,0.414223946,0.195536699,0.01206995
West Virginia,2004,2585084,290752,1546921,747411,2603996,1458141,784602,181816,20670,Democrat,1826204,224,0,0,0,0,0,0,0,3.49828863,8.704527611,1.781296551,5.211510876,3.15126816,2.657357526,2.981413254,9.374191647,-0.399942177,-0.444444444,0,0,0,0,0,0,0,1.415550508,0.159211129,0.847069112,0.409270268,1.425906416,0.798454609,0.429635462,0.099559523,0.01131856
Wisconsin,2004,9183588,550729,4732025,3900834,9126345,4936038,2846939,540870,59267,Democrat,5492999,230,0,0,0,0,0,0,0,2.82249437,3.908387326,-2.192674865,9.470238038,-0.021186907,1.883467347,3.241122687,-26.22716039,-4.011725836,0.436681223,0,0,0,0,0,0,0,1.671871413,0.100260168,0.861464748,0.710146497,1.66145033,0.898605297,0.518285002,0.098465337,0.010789552
Wyoming,2004,974888,95995,507155,371738,953916,483989,303976,126574,5862,Democrat,521720,232.25,0,0,0,0,0,0,0,1.31443299,13.86226693,3.670489923,-4.371895363,4.194469779,2.226648389,4.004844819,14.74182319,-5.053449951,0.323974082,0,0,0,0,0,0,0,1.868603849,0.183997163,0.972082726,0.712523959,1.828406042,0.927679598,0.58264203,0.242609062,0.011235912
Alabama,2005,5889966,665924,3247562,1976480,5904664,3053380,1744013,511944,55919,Republican,4613418,216.5,0,0,0,0,0,0,0,9.967172089,6.434423478,9.289589166,12.36850648,8.337111434,6.182546569,10.33489935,13.86173627,-0.468121462,0.347624565,0,0,0,0,0,0,0,1.276703303,0.144345039,0.703938381,0.428419883,1.279889227,0.66184768,0.378030562,0.110968484,0.012120948
Arizona,2005,7550109,897553,3320196,3332360,7136794,3423716,2264931,861286,80458,Democrat,5761324,218.5,0,0,0,0,0,0,0,6.071799316,7.431678684,4.375561339,7.445227232,6.025393347,6.17335789,7.05709744,3.876277519,4.341849306,-0.114285714,0,0,0,0,0,0,0,1.310481584,0.155789364,0.57629045,0.57840177,1.238741997,0.594258542,0.393126823,0.149494456,0.013965193
Arkansas,2005,3978240,447012,2995788,535440,3999608,2118580,1173643,393713,34951,Republican,2794659,226.5,0,0,0,0,0,0,0,17.49716021,5.676345919,23.24638144,0.630349229,12.99703438,13.68730598,13.25550359,8.714248635,3.148978869,1.116071429,0,0,0,0,0,0,0,1.423515356,0.159952252,1.071969067,0.191594037,1.431161369,0.758081755,0.419959287,0.140880515,0.012506356
California,2005,62171797,7148863,34912166,20110768,66196072,31070450,18046385,10223657,477828,Republican,35562802,218.5,0,0,0,0,0,0,0,3.340081964,7.759869208,9.936413398,-7.628297604,5.663583294,4.879269405,4.080471878,10.6151236,-2.093454497,0.459770115,0,0,0,0,0,0,0,1.748225491,0.201020803,0.981704591,0.565500098,1.861385163,0.873678345,0.507451156,0.287481763,0.013436174
Colorado,2005,6910296,472246,2954915,3483135,7284280,3380399,2343655,918985,57151,Republican,4665228,231.5,0,0,0,0,0,0,0,5.865072089,8.536848831,4.23921878,6.923020251,6.030662411,4.568161268,6.988705643,6.959586308,1.286663713,0.433839479,0,0,0,0,0,0,0,1.481234358,0.101226778,0.633391337,0.746616243,1.5613985,0.724594596,0.502366658,0.196986085,0.012250419
Connecticut,2005,7898694,401558,2886076,4611060,7452057,4177845,2200133,496778,42876,Republican,3489831,234,0,0,0,0,0,0,0,8.54409371,11.92661573,14.49393111,4.85754023,5.150738187,7.207330195,7.620751744,-15.51279609,0.525180531,-0.106723586,0,0,0,0,0,0,0,2.263345704,0.115065171,0.82699592,1.321284612,2.135363288,1.197148229,0.63044113,0.14235016,0.012285982
Delaware,2005,1431710,106513,894498,430699,1480157,761786,424220,172879,8896,Democrat,840767,233,0,0,0,0,0,0,0,7.282527165,1.934119358,8.147404819,6.89415543,7.771935087,7.362605613,7.761949277,9.242853171,0.270513977,0.647948164,0,0,0,0,0,0,0,1.702861792,0.126685515,1.063907123,0.512269154,1.760484177,0.906060775,0.504563095,0.205620582,0.010580815
Florida,2005,23216404,2328513,9940813,10947078,23857012,11270907,6876508,3803764,195265,Republican,17391844,229,0,0,0,0,0,0,0,7.364440763,7.09184598,3.617486783,11.07189244,8.954933774,8.259080496,8.850510504,13.02178508,-1.0279128,0.659340659,0,0,0,0,0,0,0,1.334901808,0.133885343,0.571579011,0.629437454,1.371735625,0.648057043,0.395386941,0.218709643,0.011227389
Georgia,2005,14724731,1375318,6449103,6900310,14492666,7886069,3954215,1794894,119028,Republican,8937053,224,0,0,0,0,0,0,0,4.163179465,14.43408166,1.828397653,4.533251973,5.174184016,5.249987888,7.593002754,1.537751363,2.496361805,0.448430493,0,0,0,0,0,0,0,1.647604753,0.153889431,0.721614049,0.772101273,1.62163814,0.882401503,0.442451779,0.200837345,0.013318484
Idaho,2005,1796035,192039,1023550,580446,1819519,989703,531569,181622,19860,Republican,1430768,232,0,0,0,0,0,0,0,3.587244022,8.17392186,1.552128869,5.842772846,4.273178548,4.940023094,4.736675146,-0.859730236,5.324565125,1.199563795,0,0,0,0,0,0,0,1.255294359,0.134220922,0.715385024,0.405688413,1.271707922,0.691728498,0.37152704,0.126940217,0.013880657
Illinois,2005,21611180,1835598,7152163,12623419,22035569,11063949,6900767,2137191,154372,Democrat,12624962,224.5,0,0,0,0,0,0,0,2.507959112,4.731942193,-1.554134632,4.630970701,1.63115756,2.167844702,4.421407036,-8.774689352,-2.679325693,0,0,0,0,0,0,0,0,1.711781786,0.145394339,0.566509666,0.999877782,1.745396857,0.876355034,0.546597051,0.169282965,0.012227522
Indiana,2005,11653165,708922,5224277,5719966,11071431,5343758,3228234,982893,79078,Republican,6282144,229,0,0,0,0,0,0,0,11.79620856,8.887687426,3.5629392,20.98125689,7.35731129,6.767858302,8.08799895,7.650006298,1.279473354,0,0,0,0,0,0,0,0,1.854966234,0.112847143,0.83160733,0.910511762,1.762365046,0.850626474,0.513874563,0.156458209,0.012587741
Iowa,2005,4638125,363930,2051926,2222269,4599549,2323233,1301312,538313,34160,Democrat,2986340,230.5,0,0,0,0,0,0,0,5.504584026,3.018688467,5.042476676,6.356903388,3.516764271,2.975302147,5.215190692,0.9930209,1.235811872,0,0,0,0,0,0,0,0,1.55311351,0.121864891,0.687103947,0.744144672,1.540196026,0.777953281,0.435754804,0.180258443,0.011438751
Kansas,2005,4223632,356865,2360120,1506647,4076597,2174402,1257432,308365,33229,Democrat,2770768,233,0,0,0,0,0,0,0,-3.519580676,5.09939626,4.891005565,-15.73986768,2.374689732,1.980561615,2.260672688,7.558180093,-0.817837209,0.431034483,0,0,0,0,0,0,0,1.524354258,0.12879642,0.851792716,0.543765122,1.471287744,0.78476509,0.453820746,0.111292248,0.011992704
Kentucky,2005,5444309,646215,3121503,1676591,5750671,2864633,1660844,741433,47639,Republican,4190568,225.5,0,0,0,0,0,0,0,6.018135005,6.42329203,5.15808059,7.497279854,9.330237462,5.175402912,5.101076739,48.57513291,-0.486714572,0.333704116,0,0,0,0,0,0,0,1.299181638,0.154207019,0.744887805,0.400086814,1.37228915,0.683590625,0.39632909,0.176928999,0.011368149
Louisiana,2005,5975074,844640,2787542,2342892,5941561,3264689,1854202,350658,53121,Democrat,4501174,219.5,0,0,0,0,0,0,0,4.572830093,7.465071689,1.70103593,7.132676424,4.082063086,4.067431919,6.332274523,-5.831771284,-14.23797223,0.91954023,0,0,0,0,0,0,0,1.327447906,0.187648822,0.619292211,0.520506872,1.320002515,0.725297222,0.411937419,0.077903676,0.011801588
Maine,2005,2324789,197651,895595,1231543,2325138,1355800,620991,128520,14198,Democrat,1301642,233,0,0,0,0,0,0,0,4.309143829,3.777775444,2.90339482,5.443304477,1.48238414,3.952064589,5.08404307,-32.15005966,-1.669090657,0.431034483,0,0,0,0,0,0,0,1.786043321,0.151847436,0.68805017,0.946145714,1.786311444,1.041607447,0.477082792,0.098736826,0.010907761
Maryland,2005,9906219,670998,3729262,5505959,9782665,5154440,2934277,947970,62347,Republican,5535019,229,0,0,0,0,0,0,0,8.579236045,15.38255191,8.512781,7.849001655,9.647309811,3.855607492,9.754881462,63.04308567,-2.240654792,0.659340659,0,0,0,0,0,0,0,1.78973532,0.121227768,0.673757759,0.994749792,1.767413084,0.931241609,0.530129526,0.171267705,0.011264099
Massachusetts,2005,12976279,761359,5434971,6779949,12726283,7203922,3750687,803602,71410,Republican,6448363,239,0,0,0,0,0,0,0,8.316754921,-1.61299285,14.99938533,4.628697275,5.758481952,4.651082048,5.417583749,40.76770409,-1.933587849,0.843881857,0,0,0,0,0,0,0,2.01233693,0.118070121,0.842845076,1.051421733,1.97356802,1.117170668,0.581649482,0.124621086,0.011074128
Michigan,2005,19106382,1513264,10990030,6603088,20489512,9269314,6479470,1937442,121830,Democrat,9911042,228,0,0,0,0,0,0,0,2.371344655,6.131998721,-1.252304256,8.095602845,2.137531736,1.921477489,2.328495337,-8.949059762,-2.78409499,0.109769484,0,0,0,0,0,0,0,1.927787411,0.152684652,1.108867261,0.666235498,2.06734186,0.935251208,0.653762743,0.195483179,0.01229235
Minnesota,2005,8777363,529037,5912340,2335986,9082593,4637773,2157574,937357,58563,Republican,5111702,235.5,0,0,0,0,0,0,0,1.024916799,4.343667039,-1.777538253,8.049205237,1.32985355,2.92356741,3.348273413,-9.847674629,-1.30607705,0.641025641,0,0,0,0,0,0,0,1.717111639,0.103495274,1.156628458,0.456987907,1.776823649,0.907285479,0.422085247,0.183374735,0.011456654
Mississippi,2005,3639643,552628,1958500,1128515,3610904,1935459,1096574,281713,36787,Republican,2905978,215.5,0,0,0,0,0,0,0,4.538087334,6.990629598,2.674948466,6.700534299,3.94297176,5.67778268,5.887896763,-12.71506517,-3.977969774,0.349243306,0,0,0,0,0,0,0,1.2524675,0.190169368,0.67395555,0.388342582,1.242577886,0.666026721,0.377351102,0.096942578,0.012659077
Missouri,2005,8340865,694008,3640728,4006129,8170965,4224716,2452665,708726,66215,Republican,5792069,228,0,0,0,0,0,0,0,5.661393899,11.88588416,5.218547824,5.050770719,3.476592864,4.021482311,4.027557283,-4.148369148,-0.10409752,-0.109529025,0,0,0,0,0,0,0,1.440049316,0.119820396,0.628571241,0.691657679,1.410716102,0.729396697,0.42345231,0.122361457,0.011432012
Montana,2005,1293070,191687,578321,523062,1268328,721019,412180,59998,10527,Democrat,945805,233,0,0,0,0,0,0,0,1.75324011,-0.079753962,3.164021806,0.905923614,2.16776474,2.456766089,2.881932138,-6.472330475,0.833333333,0.756756757,0,0,0,0,0,0,0,1.367163422,0.202670741,0.611459022,0.553033659,1.341003695,0.762333673,0.435798077,0.063435909,0.011130201
Nebraska,2005,2895640,295968,878576,1721096,2708776,1487488,751435,264339,20290,Republican,1768802,229.5,0,0,0,0,0,0,0,5.884176977,23.25837081,0.431182299,6.253611557,1.528830538,1.076825122,5.509134385,-10.80988066,-0.680405306,0.218340611,0,0,0,0,0,0,0,1.637062826,0.167326812,0.496706811,0.973029203,1.53141844,0.840957891,0.424827086,0.149445218,0.011471041
Nevada,2005,3381646,251421,1996995,1133230,3483540,1665706,926213,584219,32222,Republican,2349404,218.5,0,0,0,0,0,0,0,10.16816576,13.51450191,7.907470598,13.61977485,7.895666847,7.820990743,10.27395466,1.651743613,0.851330203,0.229357798,0,0,0,0,0,0,0,1.439363345,0.1070148,0.850000681,0.482347864,1.482733493,0.708990876,0.394233176,0.248666896,0.013714968
New Hampshire,2005,2332695,125956,878957,1327782,2333264,1261140,651058,163780,15151,Democrat,1276128,236.5,0,0,0,0,0,0,0,6.294331169,5.531444275,-9.228007886,19.95555134,4.349443875,5.491648599,7.251075298,-17.82114131,-2.257918844,0.211864407,0,0,0,0,0,0,0,1.82794751,0.098701698,0.688768682,1.040477131,1.82839339,0.988255097,0.510182364,0.128341358,0.011872633
New Jersey,2005,23026334,937945,9340953,12747436,23023365,11575456,7408034,2179605,98565,Democrat,8603122,233.5,0,0,0,0,0,0,0,7.607782286,4.984363352,6.399226349,8.712514995,7.247002426,6.382945873,7.546841385,10.60066027,-1.980966019,0.322234157,0,0,0,0,0,0,0,2.676509063,0.109023794,1.085763168,1.4817221,2.676163955,1.34549481,0.861086708,0.25335047,0.011456887
New Mexico,2005,2982991,480888,2102670,399433,3011696,1395996,955266,466166,23987,Democrat,1939112,215.5,0,0,0,0,0,0,0,4.450376817,-2.278795859,5.684964143,6.735484078,4.477333381,4.137228793,4.568422343,5.017414067,0.448073702,0.583430572,0,0,0,0,0,0,0,1.538328369,0.247993927,1.084346856,0.205987586,1.553131536,0.719915095,0.492630647,0.240401792,0.012370095
New York,2005,43936450,3156023,19202847,21577580,45086872,27866708,11303872,3342778,196279,Republican,19177279,230.5,0,0,0,0,0,0,0,7.632569258,3.175500378,8.456616669,7.584876437,4.966535027,8.170903512,5.620841553,-13.57328273,-2.960443374,0.326441785,0,0,0,0,0,0,0,2.291067987,0.164570949,1.001333244,1.125163794,2.35105679,1.453110632,0.589440869,0.174309296,0.010234977
North Carolina,2005,11098165,1116670,6440768,3540727,10917913,6160224,3039968,791873,105392,Democrat,8792398,229,0,0,0,0,0,0,0,5.000804193,9.479490304,5.320676301,3.101014463,6.376502746,10.29004511,5.904775972,-16.07585331,1.011146573,-0.542888165,0,0,0,0,0,0,0,1.262245522,0.127004032,0.732538268,0.402703222,1.24174463,0.700630704,0.34574959,0.090063371,0.011986719
North Dakota,2005,969520,148482,341066,479972,985502,501563,258404,88341,7016,Republican,657396,234,0,0,0,0,0,0,0,4.768460535,10.18336438,1.290084996,5.741200938,2.926640765,4.187759528,3.767121912,-9.035586309,-0.74975244,0.862068966,0,0,0,0,0,0,0,1.474788408,0.225863863,0.518813622,0.730110922,1.499099477,0.76295414,0.39307206,0.134380191,0.010672411
Ohio,2005,19746239,1413888,8313858,10018493,19785561,9700668,6526386,2046199,131691,Republican,11444822,232.5,0,0,0,0,0,0,0,4.594927859,11.14685282,2.071808265,5.886091281,2.116916296,3.128786333,2.223904099,-4.375672658,-2.046235551,0.540540541,0,0,0,0,0,0,0,1.725342605,0.123539536,0.726429647,0.875373422,1.728778394,0.847603222,0.570247925,0.178788189,0.011506601
Oklahoma,2005,4892548,678448,2440741,1773359,4785987,2303527,1569038,397131,44194,Democrat,3601002,224,0,0,0,0,0,0,0,5.851651205,14.2758968,3.408697082,6.310049571,8.770726095,7.554148805,8.188327252,24.04839103,-0.401153881,0.561167228,0,0,0,0,0,0,0,1.35866295,0.188405338,0.677794958,0.492462653,1.329070909,0.639690564,0.435722613,0.110283471,0.012272695
Oregon,2005,5022050,498217,2440758,2083075,5597579,2671228,1680005,364717,42071,Democrat,3626236,227.5,0,0,0,0,0,0,0,-1.258984566,8.096081163,-8.182982637,5.906717996,3.776656876,6.910443831,7.746570559,-25.0702113,1.871761344,0.110011001,0,0,0,0,0,0,0,1.384920893,0.137392326,0.673083054,0.574445513,1.543633398,0.736639314,0.463291689,0.100577293,0.011601837
Pennsylvania,2005,22657782,1750988,7667114,13239680,23183924,11284717,6638401,1914407,131236,Democrat,12491716,232,0,0,0,0,0,0,0,7.362357556,8.706986412,6.544340519,7.664927912,5.119576858,5.511040135,6.196150262,-1.411919927,-1.635461482,0.979325354,0,0,0,0,0,0,0,1.813824618,0.140171935,0.613775882,1.059876802,1.855943891,0.903376045,0.531424265,0.153254125,0.010505842
South Carolina,2005,6337711,639308,2832245,2866158,6572191,3134658,1903030,938347,50408,Republican,4318688,225.5,0,0,0,0,0,0,0,6.31078384,3.672688353,3.324107201,10.07989762,7.069789325,5.476741271,6.90801393,13.25443858,-3.059674225,0,0,0,0,0,0,0,0,1.467508419,0.148032921,0.655811441,0.663664057,1.521802686,0.725835717,0.440650031,0.217275941,0.011672063
South Dakota,2005,1053504,176738,350316,526450,1059303,539413,316892,124727,8883,Republican,784512,232,0,0,0,0,0,0,0,4.604050103,13.20868323,2.068668127,3.67229747,4.664280859,3.343544824,3.263522519,18.02662831,0.236966825,0.541711809,0,0,0,0,0,0,0,1.34287812,0.225283998,0.446540015,0.671054108,1.350269977,0.687577755,0.403935185,0.158986733,0.011322963
Tennessee,2005,6806262,787269,2962151,3056842,7067521,4120045,1907907,483208,69773,Democrat,6017694,223,0,0,0,0,0,0,0,7.200405223,13.7091917,7.956994342,4.940707324,4.881131855,7.199429872,6.19430163,-15.93604843,-1.108355184,0.677200903,0,0,0,0,0,0,0,1.131041558,0.130825695,0.492240217,0.507975646,1.174456694,0.684655119,0.317049521,0.080297868,0.011594641
Texas,2005,37783715,4095588,13017433,20670694,40302144,18950703,10963041,5592231,329969,Republican,22998690,230.5,0,0,0,0,0,0,0,4.79431506,8.270865123,-1.391816134,8.386812678,5.640017057,3.603700532,4.31411419,16.21060598,1.720156972,0.985761227,0,0,0,0,0,0,0,1.642863789,0.178079186,0.566007586,0.898777017,1.752366939,0.82399054,0.476681107,0.243154327,0.014347295
Utah,2005,3181279,326400,1729443,1125436,3188018,1632553,771298,467720,38635,Republican,2498527,230,0,0,0,0,0,0,0,6.141698919,9.090909091,4.549172375,7.820108851,3.956521115,5.132488394,4.348190779,-2.449198374,1.971600507,0.656455142,0,0,0,0,0,0,0,1.273261806,0.130636971,0.692185035,0.450439799,1.275958995,0.653406187,0.308701087,0.187198297,0.015463111
Vermont,2005,1628681,95016,1090494,443171,1634534,739981,392627,63280,6549,Republican,617284,235.5,0,0,0,0,0,0,0,6.744436929,0.497112517,36.11285509,-29.66220731,5.443126083,5.701303302,6.631849389,-18.12335839,-3.790215954,0.319488818,0,0,0,0,0,0,0,2.638463009,0.153925908,1.766600139,0.717936963,2.647944868,1.198769124,0.636055689,0.102513592,0.010609379
Virginia,2005,12182657,826830,4871813,6484014,12385157,6565022,3699703,1180309,88883,Democrat,7539770,233,0,0,0,0,0,0,0,9.250014259,8.032502649,14.86107571,5.528310952,8.603097758,9.292621899,8.798314373,4.856144827,-0.957188384,0.431034483,0,0,0,0,0,0,0,1.615786291,0.109662496,0.646148755,0.859975039,1.642643874,0.870719133,0.490691759,0.15654443,0.011788556
Washington,2005,9141383,796450,5588494,2756439,9399603,4629347,2692637,1292543,74401,Democrat,6309330,232.5,0,0,0,0,0,0,0,3.99124922,6.278497836,3.178190782,5.016001341,4.324349222,4.103727124,4.403085134,6.166486511,-0.997990712,0.649350649,0,0,0,0,0,0,0,1.448867471,0.126233689,0.885750785,0.436882997,1.489794162,0.733730364,0.426770671,0.204862164,0.011792219
West Virginia,2005,2701056,329159,1607433,764464,2698703,1524187,852145,137026,19999,Democrat,1830669,223,0,0,0,0,0,0,0,4.486198514,13.2095394,3.911770543,2.281609449,3.636987154,4.529465943,8.608568421,-24.63479562,-3.246250605,-0.446428571,0,0,0,0,0,0,0,1.4754475,0.179802575,0.878057694,0.417587232,1.474162178,0.8325847,0.465482837,0.074850232,0.010924422
Wisconsin,2005,9584108,565072,4770290,4248746,9433502,5128207,2944041,472358,59984,Democrat,5525330,231,0,0,0,0,0,0,0,4.361258367,2.604366213,0.808639008,8.918913238,3.365608028,3.893183156,3.410750986,-12.66699946,1.209779473,0.434782609,0,0,0,0,0,0,0,1.734576577,0.102269367,0.863349338,0.768957872,1.707319201,0.928126827,0.532826275,0.085489554,0.010856184
Wyoming,2005,1132160,106484,585789,439887,1033603,510498,324752,158464,6111,Democrat,528704,233,0,0,0,0,0,0,0,16.13231469,10.92661076,15.50492453,18.33253528,8.353670554,5.477190597,6.834750112,25.19474774,4.247697032,0.322927879,0,0,0,0,0,0,0,2.141387241,0.201405701,1.107971568,0.832009972,1.954974806,0.965564853,0.614241617,0.299721583,0.011558452
Alabama,2006,6364028,730112,3540436,2093480,6591429,3326656,1983482,666550,56720,Republican,4646682,219.5,0,0,0,0,0,0,0,8.048637293,9.638937777,9.018272784,5.919614669,11.63089043,8.949950547,13.73091829,30.19978748,1.432429049,1.385681293,0,0,0,0,0,0,0,1.369585438,0.15712545,0.761927758,0.450532229,1.418523798,0.715920737,0.426859854,0.143446442,0.012206559
Arizona,2006,8084068,963600,3635388,3485080,7934177,3733989,2436340,1143569,81388,Democrat,5887463,219.75,0,0,0,0,0,0,0,7.072202534,7.35856267,9.493174499,4.582938218,11.17284596,9.062463125,7.567956816,32.7745952,1.155882572,0.57208238,0,0,0,0,0,0,0,1.373098735,0.163669818,0.617479549,0.591949368,1.347639382,0.634227171,0.413818312,0.194237994,0.013823951
Arkansas,2006,4247664,482038,3108910,656716,4343877,2265821,1297593,449548,35581,Republican,2818911,227,0,0,0,0,0,0,0,6.772442085,7.835583832,3.776034886,22.64978336,8.607568542,6.949985368,10.56113316,14.18165009,1.802523533,0.220750552,0,0,0,0,0,0,0,1.506845729,0.171001497,1.102876253,0.232967979,1.540976994,0.803793025,0.460317122,0.159475769,0.01262225
California,2006,66302860,7421482,37439651,21441727,68722432,32387671,19079354,10047331,470542,Republican,35901033,219,0,0,0,0,0,0,0,6.644593207,3.813459567,7.239553685,6.618141087,3.816480229,4.239465473,5.723966323,-1.724686186,-1.524816461,0.228832952,0,0,0,0,0,0,0,1.846823182,0.20672057,1.042857207,0.597245405,1.914218791,0.902137579,0.531443037,0.279861891,0.013106642
Colorado,2006,7295561,520673,3087795,3687093,7803324,3562901,2518038,1024225,57877,Republican,4738022,231.75,0,0,0,0,0,0,0,5.57523151,10.25461306,4.496914463,5.855586993,7.125536086,5.398830138,7.440642927,11.45176472,1.27031898,0.107991361,0,0,0,0,0,0,0,1.539790444,0.109892483,0.651705501,0.778192461,1.646958161,0.751980679,0.531453421,0.216171432,0.012215435
Connecticut,2006,8436197,388080,3148507,4899610,7982143,4406855,2354944,603391,42107,Republican,3506684,234.5,0,0,0,0,0,0,0,6.804960415,-3.356426718,9.093003788,6.257780207,7.113284292,5.48153414,7.036438252,21.460894,-1.793544174,0.213675214,0,0,0,0,0,0,0,2.405747709,0.110668654,0.897858775,1.39722028,2.276265269,1.256701488,0.671558658,0.172068826,0.01200764
