STATE,YEAR,TOTAL_REVENUE_GROSS,FEDERAL_REVENUE_GROSS,STATE_REVENUE_GROSS,LOCAL_REVENUE_GROSS,TOTAL_EXPENDITURE_GROSS,INSTRUCTION_EXPENDITURE_GROSS,SUPPORT_SERVICES_EXPENDITURE_GROSS,CAPITAL_OUTLAY_EXPENDITURE_GROSS,ENROLMENT_GROSS,RULING_PARTY,POPULATION,AVERAGE_SCORE_GROSS,AM_AVERAGE_SCORE_GROSS,AS_AVERAGE_SCORE_GROSS,HI_AVERAGE_SCORE_GROSS,BL_AVERAGE_SCORE_GROSS,WH_AVERAGE_SCORE_GROSS,HP_AVERAGE_SCORE_GROSS,TR_AVERAGE_SCORE_GROSS,TOTAL_REVENUE_PCT,FEDERAL_REVENUE_PCT,STATE_REVENUE_PCT,LOCAL_REVENUE_PCT,TOTAL_EXPENDITURE_PCT,INSTRUCTION_EXPENDITURE_PCT,SUPPORT_SERVICES_EXPENDITURE_PCT,CAPITAL_OUTLAY_EXPENDITURE_PCT,ENROLMENT_PCT,AVERAGE_SCORE_PCT,AM_AVERAGE_SCORE_PCT,AS_AVERAGE_SCORE_PCT,HI_AVERAGE_SCORE_PCT,BL_AVERAGE_SCORE_PCT,WH_AVERAGE_SCORE_PCT,HP_AVERAGE_SCORE_PCT,TR_AVERAGE_SCORE_PCT,TOTAL_REVENUE_PC,FEDERAL_REVENUE_PC,STATE_REVENUE_PC,LOCAL_REVENUE_PC,TOTAL_EXPENDITURE_PC,INSTRUCTION_EXPENDITURE_PC,SUPPORT_SERVICES_EXPENDITURE_PC,CAPITAL_OUTLAY_EXPENDITURE_PC,ENROLMENT_PC
Maine,1999,1708133,88888,740050,879195,1699835,1000023,447288,86425,16530,Independent,1270224,227.5,0,0,0,0,0,0,0,5.968450165,7.814906908,6.263371767,5.539156666,6.146079926,5.3184599,5.987393962,4.105183276,-0.343642612,1.111111111,0,0,0,0,0,0,0,1.34474943,0.069978209,0.582613775,0.692157446,1.338216724,0.787280826,0.352133167,0.06803918,0.013013453
Maryland,1999,6850334,372016,2686695,3791623,6892276,3660046,2096627,608284,69077,Democrat,5244984,217,0,0,0,0,0,0,0,5.046027085,14.35351545,6.865038437,2.981547033,5.719661766,2.102504046,10.18745185,8.972020881,2.747285438,2.358490566,0,0,0,0,0,0,0,1.306073384,0.070927957,0.512240838,0.722904588,1.314069976,0.697818335,0.399739446,0.115974424,0.013170107
Massachusetts,1999,8388120,413600,3571654,4402866,8673439,5220083,2332767,425998,79385,Republican,6315830,228,0,0,0,0,0,0,0,8.563039628,12.73440907,12.17682438,5.441022955,7.096417706,7.639388214,7.345157665,-9.245305127,1.850069923,2.242152466,0,0,0,0,0,0,0,1.328110478,0.065486246,0.565508255,0.697115977,1.373285696,0.826507838,0.369352405,0.067449251,0.012569211
Michigan,1999,15248112,1018825,9519308,4709979,15837858,7222378,4848897,1875573,133215,Republican,9874129,222.5,0,0,0,0,0,0,0,3.642284491,17.61789207,0.475435348,7.736202957,6.25323826,4.735289682,6.661690922,8.838212535,4.355489405,3.009259259,0,0,0,0,0,0,0,1.544248814,0.103181253,0.96406559,0.477001972,1.603975196,0.731444566,0.491070858,0.189948197,0.013491317
Minnesota,1999,6949149,322148,3873937,2753064,7450965,3622534,1855510,965469,64934,Independent,4865041,226.5,0,0,0,0,0,0,0,4.147917746,2.742146388,15.17559807,-8.088093161,9.327205347,7.03505487,7.771656585,23.580032,1.299511708,3.424657534,0,0,0,0,0,0,0,1.428384468,0.066216914,0.796280442,0.565887112,1.5315318,0.74460503,0.38139658,0.198450332,0.013347061
Mississippi,1999,2532681,339359,1374920,818402,2811852,1377699,730765,455812,40151,Republican,2817514,207,0,0,0,0,0,0,0,5.499362675,5.276562742,4.234991941,7.79056229,10.55250065,4.322689539,7.704291281,36.81063721,4.366925736,1.97044335,0,0,0,0,0,0,0,0.89890627,0.120446252,0.487990477,0.290469542,0.997990427,0.488976807,0.259365171,0.161778078,0.014250506
Missouri,1999,6238901,403205,2964597,2871099,6228001,3267404,1780317,615448,70359,Democrat,5547397,222,0,0,0,0,0,0,0,4.146599474,4.177916726,3.186368777,5.152553844,6.467961833,5.952311466,5.097688026,11.27447613,1.583841067,2.777777778,0,0,0,0,0,0,0,1.124653779,0.072683639,0.534412266,0.517557874,1.122688894,0.588997687,0.320928356,0.110943565,0.012683246
Montana,1999,1049369,115211,466300,467858,1026263,590589,313874,69898,12046,Republican,891882,226.5,0,0,0,0,0,0,0,1.326045058,12.02500875,-2.518057051,2.951059199,1.898135921,2.690770873,2.432943127,-5.346261138,2.015582656,0.666666667,0,0,0,0,0,0,0,1.176578292,0.129177402,0.522827011,0.524573879,1.150671277,0.66218289,0.351923236,0.078371354,0.013506271
Nebraska,1999,2212104,150963,805824,1255317,2062226,1127843,541116,244788,21969,Republican,1697975,224.1666667,0,0,0,0,0,0,0,7.236057544,15.32344313,21.46513521,-1.040195126,4.873009246,3.794932298,2.350337627,14.48588733,2.764524277,0.373134358,0,0,0,0,0,0,0,1.302789499,0.088907669,0.474579425,0.739302404,1.214520826,0.664228272,0.318683137,0.144164667,0.012938353
Nevada,1999,2089048,92027,1324474,672547,2298474,1038564,642090,448757,27660,Republican,1918615,213,0,0,0,0,0,0,0,9.554345888,8.651814071,10.96287844,7.001123234,13.22169487,10.09376209,11.66782609,31.82644713,7.924616645,3.398058252,0,0,0,0,0,0,0,1.088831266,0.047965329,0.690328179,0.350537758,1.197986047,0.541309226,0.334663286,0.233896326,0.01441665
New Hampshire,1999,1498286,58224,127705,1312357,1491560,859115,401938,84168,17275,Democrat,1223133,227.9,0,0,0,0,0,0,0,5.505668615,12.01877754,0.065819889,5.792413071,4.418294833,6.312035411,6.23191202,-11.0415896,1.863317413,0.840707965,0,0,0,0,0,0,0,1.224957548,0.047602346,0.104408106,1.072947096,1.219458554,0.702388865,0.328613487,0.068813449,0.014123566
New Jersey,1999,14977501,534670,5870448,8572383,14927302,7900043,4702475,1113055,100361,Republican,8345934,226.2222222,0,0,0,0,0,0,0,8.635339315,12.0772238,11.89207642,6.31267154,6.828077546,8.701568211,5.853022325,0.202555804,2.533688867,0.642609965,0,0,0,0,0,0,0,1.794586562,0.064063531,0.703390178,1.027132853,1.788571776,0.946573865,0.563445026,0.133364942,0.012025137
New Mexico,1999,2068337,277349,1509815,281173,2098998,998467,688769,276238,25573,Republican,1788648,209,0,0,0,0,0,0,0,8.075837229,9.240258538,9.144778409,1.660640683,8.557369961,6.076239306,10.97739588,11.82230714,-0.498035096,1.951219512,0,0,0,0,0,0,0,1.156368945,0.155060694,0.844109629,0.157198622,1.173510942,0.558224424,0.385078003,0.154439554,0.014297391
New York,1999,30215370,1794853,12605931,15814586,31841870,18323434,7913623,3309820,219305,Republican,18877856,220,0,0,0,0,0,0,0,8.295700307,17.86252755,14.25321664,3.062606878,6.659028131,6.118612699,7.163316604,21.54241675,2.178643147,2.325581395,0,0,0,0,0,0,0,1.60057212,0.095077163,0.667762854,0.837732103,1.686731269,0.970631093,0.419201365,0.175328173,0.01161705
North Carolina,1999,8476795,557142,5558333,2361320,8674393,4434300,2202906,1365695,104658,Democrat,7907245,221.5,0,0,0,0,0,0,0,12.76864017,7.039975101,15.28343133,8.564939334,12.82917859,7.350233678,13.75644135,37.38626132,2.149215273,3.990610329,0,0,0,0,0,0,0,1.07202888,0.070459686,0.702941796,0.298627398,1.097018367,0.560789504,0.278593366,0.17271439,0.01323571
North Dakota,1999,770094,92078,287048,390968,756337,380850,192729,73822,8135,Republican,641860,229.1666667,0,0,0,0,0,0,0,5.292705337,7.113525587,0.729199565,8.466338004,5.762760688,3.876019736,4.225161695,29.05492815,-3.338878327,0.364963533,0,0,0,0,0,0,0,1.199785,0.143454959,0.447212788,0.609117253,1.178351977,0.593353691,0.300266413,0.11501262,0.012674103
Ohio,1999,14507056,787687,6041429,7677940,13865260,7115101,4550926,1206274,142337,Republican,11302538,228.5,0,0,0,0,0,0,0,6.847532687,4.207529472,9.061223031,5.437590017,6.612372909,6.379287686,6.618714407,7.117048077,1.331273538,0.660792952,0,0,0,0,0,0,0,1.283521984,0.069691161,0.53451968,0.679311142,1.226738632,0.629513566,0.402646379,0.106725941,0.012593366
Oklahoma,1999,3788901,333408,2158427,1297066,3817848,1934516,1155058,320344,47039,Republican,3420147,221.5,0,0,0,0,0,0,0,6.430401294,6.619593998,5.112840027,8.64709834,5.525523102,6.767201961,7.032269304,-2.58807073,0.618181818,1.141552511,0,0,0,0,0,0,0,1.107818173,0.097483529,0.63109188,0.379242764,1.116281844,0.565623641,0.337721741,0.09366381,0.013753502
Oregon,1999,4080653,284390,2299646,1496617,4172435,2184194,1385373,328891,43348,Democrat,3363491,218,0,0,0,0,0,0,0,4.844747977,15.76380748,4.247374488,3.897392251,5.906838097,5.650493355,6.169101385,3.048295223,1.318249813,2.830188679,0,0,0,0,0,0,0,1.213219539,0.084552032,0.683708088,0.444959419,1.240507259,0.649383037,0.411885449,0.097782631,0.0128878
Pennsylvania,1999,16361921,919648,5963486,9478787,17113809,8562120,4564230,1843095,141459,Republican,12241113,218.75,0,0,0,0,0,0,0,4.406496104,7.382450028,3.105053984,4.957786179,4.14343865,2.582891254,3.385149395,11.0608628,1.486508785,0.344036697,0,0,0,0,0,0,0,1.336636709,0.075127809,0.48716861,0.774340291,1.398059882,0.699456005,0.372860703,0.150565966,0.011556057
South Carolina,1999,4365352,342400,2278900,1744052,4610436,2222890,1306221,702407,49323,Democrat,3959481,214.5,0,0,0,0,0,0,0,6.235431831,4.259601536,6.26412293,6.594416062,8.706880636,7.232704554,10.35813859,13.21913745,-8.540859278,2.631578947,0,0,0,0,0,0,0,1.102506111,0.08647598,0.575555231,0.440474901,1.164404123,0.561409437,0.329897024,0.177398755,0.012456936
South Dakota,1999,825851,84745,295753,445353,838078,425090,228657,123444,9854,Republican,748960,225.2181818,0,0,0,0,0,0,0,4.129360573,10.04557909,4.930531903,2.560128594,7.270002138,5.419393558,6.360502923,14.74730198,-0.775349914,0.47756652,0,0,0,0,0,0,0,1.102663694,0.113150235,0.394884907,0.594628552,1.118988998,0.567573702,0.305299348,0.164820551,0.013156911
Tennessee,1999,5059587,417870,2369846,2271871,5446555,3008844,1369969,669601,71433,Republican,5608073,216,0,0,0,0,0,0,0,6.346593342,3.157910328,4.488260841,8.988199151,9.188610419,6.34306163,6.101024401,35.439561,0.258249239,1.886792453,0,0,0,0,0,0,0,0.902197065,0.074512226,0.422577595,0.405107245,0.97119902,0.53652012,0.244285158,0.11939948,0.01273753
Texas,1999,26096023,2161662,10802214,13132147,27883593,13486659,7594544,3970379,308232,Republican,20465289,222.5,0,0,0,0,0,0,0,6.57848764,18.09301853,1.595550876,9.232269273,8.395393167,5.331039687,9.356606162,11.48722681,2.241313542,3.971962617,0,0,0,0,0,0,0,1.275135817,0.105625774,0.527831002,0.64167904,1.36248225,0.659001639,0.371093904,0.194005518,0.015061209
Utah,1999,2425600,174299,1481463,769838,2448591,1314796,568221,312833,35921,Republican,2182137,221.5,0,0,0,0,0,0,0,5.650581261,4.383784787,6.262202706,4.777926131,5.242818847,5.110859197,5.968676802,1.676774768,2.60797532,2.546296296,0,0,0,0,0,0,0,1.111570905,0.07987537,0.67890467,0.352790865,1.122106907,0.602526789,0.260396575,0.143360843,0.016461386
Vermont,1999,1147600,52814,677199,417587,1129982,508426,261788,44146,7965,Democrat,604220,230.215625,0,0,0,0,0,0,0,5.317448227,18.02011173,167.0437831,-47.22886024,6.162602359,10.07250471,8.869666473,-30.46231393,-2.449479486,0.781143123,0,0,0,0,0,0,0,1.899308199,0.08740856,1.120782165,0.691117474,1.870149945,0.841458409,0.433266029,0.073062792,0.013182285
Virginia,1999,8331336,418359,3512788,4400189,8335873,4360356,2423486,875124,90781,Republican,6989399,223.5,0,0,0,0,0,0,0,7.866547623,4.14297663,15.29490922,2.922547327,6.682692351,6.09621411,6.507428315,9.90720123,4.013611678,2.995391705,0,0,0,0,0,0,0,1.19199605,0.059856219,0.502587991,0.62955184,1.192645176,0.62385278,0.346737395,0.125207332,0.012988384
Washington,1999,7288143,486500,4696554,2105089,7489129,3644065,2163836,1053316,79257,Democrat,5791378,219.5,0,0,0,0,0,0,0,5.187163954,10.97399354,3.308609062,8.274941917,3.848354894,3.499845633,3.09125697,5.648545637,2.436281859,0.688073394,0,0,0,0,0,0,0,1.258447126,0.084004187,0.810956218,0.363486721,1.293151474,0.629222441,0.373630594,0.181876576,0.013685344
West Virginia,1999,2190420,188865,1355717,645838,2169432,1216907,637240,155822,21928,Republican,1806857,219.5,0,0,0,0,0,0,0,0.527046228,-6.791329839,0.295623135,3.402077206,3.264930568,4.116554428,5.145572597,-9.241181678,0.901895822,1.62037037,0,0,0,0,0,0,0,1.21228188,0.104526811,0.750317817,0.357437252,1.200666129,0.673493807,0.352678712,0.086239254,0.012135991
Wisconsin,1999,7415243,323924,4051567,3039752,7875805,4082725,2218556,986589,64908,Republican,5316484,223.4,0,0,0,0,0,0,0,4.681029779,1.681592883,3.390852555,6.792936195,4.563064002,3.45103254,5.981485117,4.062885652,1.016263326,0.630630631,0,0,0,0,0,0,0,1.394764472,0.060928238,0.762076402,0.571759832,1.48139353,0.767937043,0.417297597,0.185571705,0.012208821
Wyoming,1999,780875,57983,408271,314621,739019,390565,237461,71423,6878,Republican,489763,223.5,0,0,0,0,0,0,0,11.0333011,22.84273638,23.64205158,-3.453471423,4.558284439,6.681434784,9.883758595,-15.57165823,0.072748436,2.52293578,0,0,0,0,0,0,0,1.594393615,0.118389915,0.833609317,0.642394383,1.508931871,0.797457137,0.484848794,0.145831759,0.014043527
Alabama,2000,4885917,425978,3003814,1456125,5003267,2551713,1319053,663903,59749,Democrat,4447100,217,0,0,0,0,0,0,0,9.266839702,8.365153462,9.124324788,9.830079695,8.229994311,6.337945997,9.185807905,28.71376004,-0.438245684,1.401869159,0,0,0,0,0,0,0,1.098674867,0.095787817,0.675454566,0.327432484,1.12506285,0.573792584,0.296609701,0.149288975,0.013435497
Arizona,2000,5479168,534619,2481089,2463460,5397194,2488932,1573568,768425,72295,Republican,5130632,219,0,0,0,0,0,0,0,7.73408292,7.849580802,9.794698801,5.711337065,6.401672873,9.506660994,10.30043039,-11.81162456,2.665511659,3.058823529,0,0,0,0,0,0,0,1.067932372,0.104201393,0.483583504,0.480147475,1.051955003,0.485112166,0.306700617,0.149771997,0.014090857
Arkansas,2000,2844855,254735,2126099,464021,2683400,1531232,804253,146666,35724,Republican,2673400,216,0,0,0,0,0,0,0,5.954972987,9.619075488,6.199175621,2.98030147,1.229511907,7.496895278,4.740354286,-25.53286554,0.047609712,1.647058824,0,0,0,0,0,0,0,1.064133687,0.09528503,0.795279045,0.173569612,1.003740555,0.572765766,0.300835266,0.054861225,0.013362759
California,2000,46628207,4024940,26877920,15725347,45829753,23514388,12429070,5849441,489043,Democrat,33871648,213,0,0,0,0,0,0,0,12.64638221,11.8062803,13.43242135,11.53980621,12.23253011,11.38694064,7.705086088,23.43545903,-0.063961615,2.65060241,0,0,0,0,0,0,0,1.376614654,0.118829175,0.793522654,0.464262825,1.353041724,0.69422037,0.366946126,0.172694314,0.014438122
Colorado,2000,5073266,266207,2083318,2723741,5444193,2539372,1674044,782711,57056,Republican,4301261,223.8,0,0,0,0,0,0,0,7.025193165,13.30898659,3.955960937,8.894060472,8.014901719,5.722852692,6.966847539,24.63332649,1.606296969,0.85624155,0,0,0,0,0,0,0,1.179483412,0.061890455,0.48435052,0.633242438,1.265720216,0.590378496,0.389198423,0.181972449,0.013264947
Connecticut,2000,5884078,234321,2298931,3350826,5605280,3189123,1634888,369278,44682,Republican,3405565,234,0,0,0,0,0,0,0,7.762792404,12.34914775,10.83079308,5.458873782,6.371798402,5.731738854,6.479198336,22.84247749,-1.379477785,0.862068966,0,0,0,0,0,0,0,1.727783202,0.068805323,0.675051276,0.983926602,1.645917785,0.936444613,0.480063661,0.108433696,0.01312029
Delaware,2000,1098555,69540,716375,312640,1040480,571982,313410,79176,8848,Democrat,783600,215.5,0,0,0,0,0,0,0,9.366413399,13.10075628,10.7924317,5.480861688,8.345525259,7.960242201,7.601933614,12.4132154,1.876799079,2.01183432,0,0,0,0,0,0,0,1.401933384,0.088744257,0.914210056,0.398979071,1.327820316,0.729941297,0.399961715,0.101041348,0.011291475
Florida,2000,17558787,1398757,8804217,7355813,17180954,7751117,5113323,2792662,194320,Republican,15982378,210,0,0,0,0,0,0,0,2.724799737,10.40549298,0.965964964,3.513715775,6.338697053,1.83470497,3.616668078,33.46954323,1.874764082,0.961538462,0,0,0,0,0,0,0,1.098634196,0.087518703,0.550870277,0.460245215,1.074993596,0.484978956,0.319935056,0.174733822,0.012158391
Georgia,2000,11197766,710741,5406709,5080316,10884510,5701293,2931538,1520834,116678,Democrat,8186453,219,0,0,0,0,0,0,0,7.876580755,5.628592829,5.022979262,11.4305743,7.69630353,6.996269304,8.148335611,12.24927521,0.138177262,2.336448598,0,0,0,0,0,0,0,1.367840993,0.086819163,0.660445861,0.620575969,1.329575825,0.696430188,0.358096235,0.185774474,0.014252571
Idaho,2000,1452222,109898,888384,453940,1467977,798629,425211,153472,18964,Republican,1293953,224,0,0,0,0,0,0,0,3.342608077,13.57675096,2.37763785,2.995664081,4.158604537,4.64476972,4.151500752,3.371119508,-0.841830065,0.195694716,0,0,0,0,0,0,0,1.122314334,0.084931987,0.686565895,0.350816452,1.134490202,0.617200934,0.328613945,0.11860709,0.014655865
Illinois,2000,17595047,1283052,6344130,9967865,18073190,8738312,5245226,2467748,160495,Republican,12419293,223,0,0,0,0,0,0,0,8.55129598,17.74014161,11.98801484,5.432859154,7.682091822,6.494052852,8.66272915,9.984374206,1.294463659,0.296560739,0,0,0,0,0,0,0,1.416751098,0.103311195,0.510828595,0.802611308,1.455251116,0.703607846,0.422344976,0.198702776,0.012923038
Indiana,2000,8489991,426266,4300608,3763109,8518477,4143020,2373445,841171,79742,Democrat,6080485,233,0,0,0,0,0,0,0,3.952742959,12.86403076,5.039626092,1.837459349,3.925512102,2.868765861,5.402918487,3.983321548,0.761950492,0.938628173,0,0,0,0,0,0,0,1.396268719,0.070103947,0.707280423,0.618883033,1.400953542,0.681363411,0.390338106,0.138339458,0.013114414
Iowa,2000,3822452,217060,1879158,1726234,3974813,1906755,1104075,353405,36448,Democrat,2926324,231,0,0,0,0,0,0,0,2.19069116,16.66380015,5.808445946,-2.936203543,4.902654993,5.009376058,4.709323334,3.887036939,-0.864929554,2.43902439,0,0,0,0,0,0,0,1.306229932,0.074174972,0.642156508,0.589898453,1.358295595,0.651587111,0.377290758,0.120767557,0.012455217
Kansas,2000,3518271,221530,2201788,1094953,3327090,1661540,1092448,206141,35165,Republican,2688418,232,0,0,0,0,0,0,0,3.765562161,9.737853689,5.186750735,-0.050478957,4.301840798,4.454435953,5.952536823,-5.624330437,-1.559263199,2.428256071,0,0,0,0,0,0,0,1.308677073,0.082401621,0.818990202,0.407285251,1.237564248,0.618036332,0.406353476,0.076677436,0.013080183
Kentucky,2000,4330089,426956,2612740,1290393,4510972,2345581,1284053,515109,50899,Democrat,4041769,219,0,0,0,0,0,0,0,3.389531034,12.52266498,1.073739721,5.449507112,4.767983114,4.866805203,2.330309242,7.927086061,1.875425323,0.228832952,0,0,0,0,0,0,0,1.071335101,0.105635923,0.646434767,0.319264411,1.116088525,0.580335244,0.317695791,0.127446423,0.012593248
Louisiana,2000,4785331,556240,2361704,1867387,4807097,2601684,1384760,414669,63884,Republican,4468976,218,0,0,0,0,0,0,0,3.091097143,4.369820115,-0.13391851,7.073407778,2.224371908,2.139497414,4.224574016,-0.916359222,10.65038538,4.306220096,0,0,0,0,0,0,0,1.070789147,0.124466992,0.528466476,0.417855679,1.075659614,0.582165579,0.309860693,0.09278837,0.014294997
Maine,2000,1792390,104497,761317,926576,1842276,1053067,474866,143112,16121,Independent,1274923,230,0,0,0,0,0,0,0,4.932695522,17.5603006,2.873724748,5.389134379,8.379695676,5.304278002,6.165602475,65.59097483,-2.474289171,1.098901099,0,0,0,0,0,0,0,1.405880983,0.081963381,0.597147436,0.726770166,1.44500962,0.825984785,0.372466416,0.112251485,0.012644685
Maryland,2000,7419047,409021,2804218,4205808,7355698,3874590,2189499,760810,69279,Democrat,5296486,222,0,0,0,0,0,0,0,8.301974765,9.947152811,4.37425908,10.92368624,6.723787614,5.861784251,4.429590957,25.07480059,0.292427291,2.304147465,0,0,0,0,0,0,0,1.400748912,0.077224975,0.52944877,0.794075166,1.38878834,0.731539742,0.413387102,0.143644295,0.013080182
Massachusetts,2000,9464271,480898,3926522,5056851,9466363,5624037,2503616,533702,78287,Republican,6349097,233,0,0,0,0,0,0,0,12.82946596,16.2712766,9.93567686,14.85362035,9.141979323,7.738459331,7.32387761,25.28274781,-1.383132834,2.192982456,0,0,0,0,0,0,0,1.490648355,0.075742739,0.618437866,0.79646775,1.490977851,0.885801083,0.394326311,0.084059513,0.012330415
Michigan,2000,15939477,1030238,9942275,4966964,16580526,7709336,5109653,1866666,134163,Republican,9938444,229,0,0,0,0,0,0,0,4.53410232,1.120212009,4.443253648,5.456181439,4.689194713,6.742349957,5.377635367,-0.474894872,0.711631573,2.921348315,0,0,0,0,0,0,0,1.603820175,0.103661901,1.000385473,0.499772801,1.668322124,0.775708552,0.514130079,0.187822762,0.013499397
Minnesota,2000,7344747,330914,4265438,2748395,7736391,3825732,1942294,901829,63334,Independent,4919479,234,0,0,0,0,0,0,0,5.692754609,2.721109552,10.10602392,-0.169592861,3.830725282,5.609277925,4.677096863,-6.59161506,-2.46404041,3.311258278,0,0,0,0,0,0,0,1.492992856,0.067266066,0.867050759,0.558676031,1.572603725,0.777670156,0.394817012,0.18331799,0.012874128
Mississippi,2000,2743284,368830,1504225,870229,2996474,1524728,810371,421075,40177,Democrat,2844658,211,0,0,0,0,0,0,0,8.315417536,8.684313662,9.404547174,6.332706909,6.56585055,10.67206988,10.8935157,-7.62090511,0.064755548,1.93236715,0,0,0,0,0,0,0,0.964363379,0.129657062,0.528789401,0.305916915,1.053368806,0.535996946,0.284874667,0.148023066,0.014123666
Missouri,2000,6675260,437898,3097822,3139540,6708608,3459281,1913563,756817,71208,Democrat,5595211,228,0,0,0,0,0,0,0,6.994164517,8.604307982,4.493865439,9.349764672,7.716874162,5.872460216,7.484397442,22.97009658,1.206668656,2.702702703,0,0,0,0,0,0,0,1.193030969,0.078263,0.553655975,0.561111994,1.198991066,0.618257471,0.34200015,0.135261566,0.012726598
Montana,2000,1104935,130928,487115,486892,1051768,613132,327975,57419,11682,Republican,902195,228,0,0,0,0,0,0,0,5.295182152,13.64192655,4.463864465,4.068328424,2.485230394,3.81703689,4.492567081,-17.85315746,-3.021749958,0.662251656,0,0,0,0,0,0,0,1.224718603,0.14512162,0.539922079,0.539674904,1.165787884,0.679600308,0.363530057,0.063643669,0.01294842
Nebraska,2000,2263952,152143,812998,1298811,2165529,1188826,570910,243866,21357,Republican,1711263,225,0,0,0,0,0,0,0,2.343831936,0.781648483,0.890268843,3.464782202,5.00929578,5.407046903,5.506028282,-0.37665245,-2.785743548,0.371747197,0,0,0,0,0,0,0,1.322971396,0.088906848,0.47508653,0.758978018,1.265456566,0.694706775,0.333619087,0.142506441,0.012480256
Nevada,2000,2252416,110210,1378678,763528,2437438,1114489,695694,428541,28616,Republican,1998257,220,0,0,0,0,0,0,0,7.820212843,19.75833179,4.092492567,13.52782779,6.045924383,7.310574986,8.348362379,-4.504887946,3.456254519,3.286384977,0,0,0,0,0,0,0,1.127190346,0.055153066,0.689940283,0.382096998,1.21978204,0.557730562,0.348150413,0.2144574,0.01432048
New Hampshire,2000,1586869,54657,865318,666894,1640395,902062,445733,130011,16852,Democrat,1235786,229.8,0,0,0,0,0,0,0,5.912289109,-6.126339654,577.5913238,-49.18349199,9.978478908,4.99898151,10.89595908,54.46606786,-2.448625181,0.833698991,0,0,0,0,0,0,0,1.284096923,0.044228531,0.700216704,0.539651687,1.327410247,0.729950008,0.360687854,0.105205108,0.013636665
New Jersey,2000,15651060,578978,6093162,8978920,15907248,8244717,5041897,1320024,100837,Republican,8414350,227.6666667,0,0,0,0,0,0,0,4.497138742,8.286980754,3.793816077,4.7424036,6.564789806,4.362938278,7.217943742,18.59467861,0.474287821,0.638506901,0,0,0,0,0,0,0,1.860043854,0.068808405,0.724139357,1.067096092,1.890490412,0.979840035,0.599202196,0.156877715,0.011983932
New Mexico,2000,2191695,296222,1571088,324385,2165031,1048533,727644,255735,25493,Republican,1819046,213,0,0,0,0,0,0,0,5.964115132,6.804783864,4.05831178,15.36847421,3.145929629,5.014286902,5.644127422,-7.422222866,-0.312829938,1.913875598,0,0,0,0,0,0,0,1.20485958,0.1628447,0.863687889,0.178326991,1.190201347,0.576419178,0.400014073,0.140587429,0.014014489
New York,2000,31906526,1938590,13766358,16201578,33683043,19856637,8377510,3266115,217881,Republican,18976456,225,0,0,0,0,0,0,0,5.597005762,8.008288144,9.20540498,2.447057419,5.78223892,8.36744357,5.86187894,-1.320464557,-0.649324001,2.272727273,0,0,0,0,0,0,0,1.68137433,0.102157642,0.725444098,0.853772591,1.774991231,1.046382791,0.441468628,0.172114066,0.011481649
North Carolina,2000,9064700,622184,5897936,2544580,9275837,4854623,2356589,1385226,105105,Democrat,8049313,230,0,0,0,0,0,0,0,6.935463226,11.67422309,6.109799467,7.760913387,6.933557195,9.478903096,6.976375751,1.430114337,0.427105429,3.837471783,0,0,0,0,0,0,0,1.126145797,0.077296534,0.732725389,0.316123873,1.152376234,0.603110228,0.292768961,0.172092451,0.013057636
North Dakota,2000,812982,96940,303132,412910,802768,402602,204117,81274,7982,Republican,642200,230,0,0,0,0,0,0,0,5.569190255,5.280305828,5.603244057,5.612224018,6.138930133,5.711434948,5.908814968,10.09455176,-1.880762139,0.363636349,0,0,0,0,0,0,0,1.265932731,0.15094986,0.472021177,0.642961694,1.250028029,0.62691062,0.317840237,0.12655559,0.01242915
Ohio,2000,15327834,843432,6425872,8058530,14909952,7497388,4889221,1378528,143373,Republican,11353140,230,0,0,0,0,0,0,0,5.657784736,7.07704964,6.363444808,4.956928551,7.534600866,5.372896323,7.433542097,14.27984024,0.727850102,0.656455142,0,0,0,0,0,0,0,1.350096449,0.074290637,0.565999538,0.709806274,1.313288835,0.660380124,0.43064923,0.12142262,0.012628489
Oklahoma,2000,3906833,377776,2162799,1366258,3876871,1928222,1226386,286261,47064,Republican,3450654,224,0,0,0,0,0,0,0,3.112564831,13.30741914,0.202554916,5.334501097,1.545975639,-0.325352698,6.175274315,-10.63950004,0.053147388,1.128668172,0,0,0,0,0,0,0,1.132200736,0.109479536,0.626779445,0.395941755,1.123517745,0.558798999,0.35540683,0.082958477,0.013639154
Oregon,2000,4369400,268568,2457202,1643630,4398318,2288931,1433944,391189,43436,Democrat,3421399,224,0,0,0,0,0,0,0,7.075999846,-5.563486761,6.851315376,9.823020853,5.413697277,4.795224234,3.505987196,18.94183787,0.203008213,2.752293578,0,0,0,0,0,0,0,1.277079931,0.078496545,0.718186333,0.480397054,1.285532029,0.669004404,0.419110428,0.114335978,0.012695392
Pennsylvania,2000,17090654,1022578,6163912,9904164,17861852,8818088,4887123,1851099,142366,Republican,12281054,219.5,0,0,0,0,0,0,0,4.453835219,11.19232576,3.360886569,4.48767337,4.370990701,2.989539974,7.074424383,0.43426953,0.641175182,0.342857143,0,0,0,0,0,0,0,1.391627624,0.083264677,0.501904153,0.806458794,1.454423374,0.718023714,0.39794003,0.150728024,0.011592327
