STATE,YEAR,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,ENROLMENT,RULING_PARTY,POPULATION,AVERAGE_SCORE,AM_AVERAGE_SCORE,AS_AVERAGE_SCORE,HI_AVERAGE_SCORE,BL_AVERAGE_SCORE,WH_AVERAGE_SCORE,HP_AVERAGE_SCORE,TR_AVERAGE_SCORE,TOTAL_REVENUE_PCT,FEDERAL_REVENUE_PCT,STATE_REVENUE_PCT,LOCAL_REVENUE_PCT,TOTAL_EXPENDITURE_PCT,INSTRUCTION_EXPENDITURE_PCT,SUPPORT_SERVICES_EXPENDITURE_PCT,CAPITAL_OUTLAY_EXPENDITURE_PCT,ENROLMENT_PCT,AVERAGE_SCORE_PCT,AM_AVERAGE_SCORE_PCT,AS_AVERAGE_SCORE_PCT,HI_AVERAGE_SCORE_PCT,BL_AVERAGE_SCORE_PCT,WH_AVERAGE_SCORE_PCT,HP_AVERAGE_SCORE_PCT,TR_AVERAGE_SCORE_PCT,TOTAL_REVENUE_PC,FEDERAL_REVENUE_PC,STATE_REVENUE_PC,LOCAL_REVENUE_PC,TOTAL_EXPENDITURE_PC,INSTRUCTION_EXPENDITURE_PC,SUPPORT_SERVICES_EXPENDITURE_PC,CAPITAL_OUTLAY_EXPENDITURE_PC,ENROLMENT_PC
Louisiana,1994,3571864.0,437307.0,1914388.0,1220169.0,3539581.0,1952186.0,1033282.0,197625.0,62461.0,Republican,4319574,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8839596419298905,10.095768946088434,1.993695147543884,4.812188828224584,3.2820441294131317,2.8269989965841624,3.53796792301202,14.226180842947311,3.9682407576942857,-3.4313725490196068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8269019120867012,0.10123845545880218,0.443189073737364,0.28247438289053506,0.8194282584347438,0.4519394736610601,0.23920923683678064,0.04575103933860145,0.014459990730567413
Maine,1994,1357116.0,77393.0,609841.0,669882.0,1338353.0,799103.0,325201.0,73376.0,17397.0,Republican,1246726,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8025027501745163,-0.06069214876033291,-6.489625308971359,4.9164357837463655,1.2487838976703802,-1.2572935381908292,-1.0536596645814522,32.232834744999096,0.9282357718860546,-0.6535947712418277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0885439142201254,0.062076992057597265,0.4891539921362032,0.537312930026325,1.0734940957355503,0.6409612055896805,0.2608440026116404,0.05885495289261634,0.01395414870629152
Maryland,1994,5141505.0,258611.0,2002382.0,2880512.0,5187683.0,2812922.0,1673254.0,387699.0,61982.0,Democrat,4987475,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.544419389143163,2.537557838476512,3.177646565978587,5.703526420817551,5.8949620271510295,0.9951149035295704,10.943553354555057,19.319535277371692,1.2794326704684609,-1.8691588785046733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0308833628238738,0.05185208948415782,0.4014821126922942,0.5775491606474218,1.0401421561010329,0.5639972130186116,0.3354912054697016,0.07773452498508765,0.012427530965067494
Massachusetts,1994,6410757.0,312111.0,2119446.0,3979200.0,6391131.0,3536321.0,1914124.0,282757.0,71131.0,Republican,6149494,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.723347379742472,2.293576478222814,10.139940269840642,2.2358175807992264,12.534553351219465,9.239170055368364,11.232990706777679,377.3236773692563,2.9228342810840635,-1.5452538631346546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.042485284155087,0.050753931949523004,0.34465372272905703,0.6470776294765065,1.039293802059161,0.5750588585012035,0.3112652845908948,0.045980531081093824,0.011566967948907669
Michigan,1994,11762546.0,658039.0,3489815.0,7614692.0,12023935.0,5825127.0,3912910.0,877390.0,123829.0,Republican,9552556,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.601055955796964,10.738843470329476,4.901693786244098,7.050160265422022,5.187465477521647,7.634153115067741,6.048163722834188,-5.930095421893434,3.1487142750043837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2313506458376169,0.06888617036110545,0.3653278766436962,0.797136598832815,1.2587138981441195,0.6097977337165048,0.4096191637086451,0.09184871567358516,0.012962917987604574
Minnesota,1994,5262482.0,224106.0,2822949.0,2215427.0,5581140.0,2876527.0,1388180.0,565106.0,64605.0,Republican,4592851,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.222846255168248,4.857666897493962,23.590980453621693,-6.316715331708112,5.493540880037129,4.357544128877544,4.5348538622050905,10.330029910424908,2.2328069120486127,-2.8953229398663733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.145798546480171,0.04879452871429968,0.6146397956302088,0.4823642221356626,1.2151798523400823,0.6263053166758512,0.3022479936753881,0.1230403511892722,0.01406642627857947
Mississippi,1994,1911579.0,296345.0,1048767.0,566467.0,1919812.0,1072529.0,515600.0,159184.0,38606.0,Republican,2681793,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.36760079616515,69.46588894607422,71.28291477557606,47.92655730170418,64.50380109542839,64.35437676513361,61.732000414054,81.76876962603484,-1.6056682638393327,0.7481296758104827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7127988625520314,0.11050256302406636,0.391069333091704,0.21122696643626115,0.715868823581835,0.3999298230698641,0.192259432402128,0.05935730311772758,0.0143955927992951
Missouri,1994,4488359.0,294270.0,2089445.0,2104644.0,4575564.0,2396531.0,1349465.0,443146.0,68457.0,Democrat,5308328,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.952245400503876,8.367581422069037,7.746115726344982,5.9834637830259885,8.04560733627795,7.473251995841945,7.947268851265688,10.910442419403687,3.028068327187893,-1.8099547511312264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8455315873472777,0.05543553450351976,0.3936164080290442,0.39647964481471376,0.8619595473376928,0.4514662620697138,0.2542165819444465,0.08348127696706006,0.012896151104453229
Montana,1994,878986.0,83029.0,446392.0,349565.0,878084.0,508299.0,271711.0,50333.0,13009.0,Republican,840317,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.983803400008348,11.619121877772699,0.1930276613127724,18.867315016322085,5.357226418376948,13.905814070745892,3.834498255482899,1.232904263877721,0.3238991285571036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0460171578106834,0.09880675982992132,0.5312185758469721,0.41599182213378993,1.0449437533692645,0.6048895833358126,0.3233434525304141,0.0598976338691232,0.015481062503793209
Nebraska,1994,1710913.0,101579.0,528743.0,1080591.0,1769248.0,1033858.0,447649.0,173484.0,22144.0,Democrat,1631536,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2712765237423085,7.709844339822713,3.7906923789632336,5.7845212246280475,7.724905868083807,6.301107883710767,5.500210930190351,22.93541575135702,-1.1031217900049128,-1.3452914798206317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0486516999931352,0.06225973561110513,0.324076820860833,0.6623151435211972,1.0844063508252346,0.6336715830971551,0.2743727383275637,0.10633170215061144,0.013572486295123124
Nevada,1994,1266549.0,56664.0,817216.0,392669.0,1344245.0,654272.0,406932.0,184082.0,20573.0,Democrat,1520403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.300818275872881,7.163930705802258,8.488112606650677,14.776902503544132,6.23360653470495,6.922214559562301,12.777591477356177,-5.829812050460925,6.568246568246572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8330350571526102,0.03726906616206361,0.5374995971462829,0.25826639384426364,0.8841372978085416,0.4303280117179458,0.2676474592591569,0.12107447827977187,0.013531280851195374
New Hampshire,1994,1145147.0,37805.0,89556.0,1017786.0,1119762.0,648513.0,316069.0,34260.0,16352.0,Republican,1159866,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1902882018629564,9.010957324106103,6.1819733940385655,2.7318488252494832,2.559776665256175,6.112167393701795,-2.029954931218969,-18.761263397514934,4.6193218170185615,-2.6200873362445365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9873097409528342,0.03259428244297186,0.0772123676355717,0.8775030908742907,0.9654235920356316,0.5591275199031612,0.2725047548596131,0.02953789489475508,0.014098180307035468
New Jersey,1994,6957898.0,293378.0,3102722.0,3561798.0,6765105.0,3522248.0,2430560.0,320715.0,87374.0,Republican,8003853,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.117138370022853,-11.612899338402775,-0.060394312047584726,7.57319590244292,1.8591988947281648,-4.192441582448812,16.167008714819776,-6.427792009242992,3.075489282385835,-2.6666666666666616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8693185644463985,0.03665459623009068,0.387653546360734,0.4450104218555738,0.8452310406000709,0.4400690517429543,0.3036737431334633,0.04007007624952632,0.01091649234437464
New Mexico,1994,1342868.0,164101.0,982237.0,196530.0,1223759.0,622138.0,391385.0,129528.0,24294.0,Democrat,1636660,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.324894799021344,6.546637406017486,9.414018769667763,18.78441351215767,0.04692667094512437,5.850246617201438,-8.510658192163035,1.0343052370477943,0.4631544123728348,-3.301886792452835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8204929551647868,0.10026578519668104,0.6001472511089658,0.12007991885913995,0.7477173023108037,0.3801265992936835,0.23913641196094484,0.07914166656483326,0.014843644984297287
New York,1994,23933662.0,1442038.0,9092275.0,13399349.0,25359726.0,14829280.0,6782725.0,1717307.0,202024.0,Democrat,18384856,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.486899169822168,12.980330031762154,2.755335103130818,6.649420988877598,5.95565808073959,5.699654852131264,5.5574196195047785,5.62531060714162,1.899031065424528,-2.078521939953814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3018139494810297,0.07843618682681007,0.494552418577551,0.7288253440766683,1.3793812690183704,0.8066029997732916,0.3689300041294857,0.09340878166247264,0.010988609320627805
North Carolina,1994,5648390.0,454682.0,3553217.0,1640491.0,5740906.0,3161072.0,1629603.0,490626.0,89492.0,Democrat,7196907,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1682260566854064,4.861601191876419,4.862111645800793,-6.848397988073351,4.8533982664295205,4.057457105668738,6.826219574151193,2.1462908870599984,4.073776878437928,0.7058823529411784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7848357634745037,0.06317741774348341,0.4937144526113788,0.22794389311964156,0.7976907301984033,0.4392264621454745,0.22643102099276816,0.0681717854628384,0.012434786221358705
North Dakota,1994,603902.0,65506.0,247062.0,291334.0,621313.0,319014.0,158223.0,50938.0,9236.0,Republican,640160,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.094472444962327,16.446830447612616,1.3450486703338704,4.00662594471477,5.489122776039368,2.596642439055774,1.3977006190641017,22.491282914512443,-0.3237642995899015,-1.098901098901095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9433610347413148,0.10232754311422143,0.38593789052736815,0.4550956010997251,0.9705589227693076,0.4983347913021745,0.24716164708822794,0.07957073231692077,0.01442764308922769
Ohio,1994,10735756.0,537642.0,4271944.0,5926170.0,10780138.0,5785984.0,3675789.0,658754.0,136834.0,Republican,11049525,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9763313664045704,5.525939766981747,2.7880666110051022,-4.045920627559885,3.802362831218464,4.771593311258694,0.6225763376645155,11.959495977130663,0.3792630412934539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9716033947160624,0.04865747622635362,0.3866178862892296,0.5363280322004792,0.975620037965433,0.5236409709919657,0.3326648883096785,0.05961830938434005,0.012383699751799286
Oklahoma,1994,1518540.0,120788.0,839113.0,558639.0,1529205.0,765718.0,473061.0,129800.0,47929.0,Democrat,3267613,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71073543078513,21.01914656994861,4.525506892896346,4.631091582336455,7.0185371288445255,5.401837640662111,3.5004003833178032,13.910609132155605,-0.6488122382985795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4647245558149022,0.03696520977239349,0.2567969340310496,0.17096241201145912,0.4679884062157912,0.2343355838038348,0.14477265208578866,0.03972318631367913,0.014667893658153519
Oregon,1994,3088542.0,212544.0,1215471.0,1660527.0,3191792.0,1719357.0,1068111.0,223352.0,41739.0,Democrat,3073952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6768978392769474,8.118666829446951,2.9451222920679143,-5.8623475354817485,1.3548521081722331,0.4131912850803721,1.3928679238835118,6.457455529923163,1.0874303705497692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.004746333059202,0.06914356502638948,0.3954098827828151,0.5401928852499974,1.0383350162917313,0.5593311151247645,0.3474715935707519,0.07265956007120475,0.013578286193148105
Pennsylvania,1994,13271564.0,686113.0,5132066.0,7453385.0,13701725.0,7100564.0,3795048.0,963256.0,135061.0,Democrat,12041407,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.16780122160603,-1.3932024253851982,7.333781179100374,9.734361747220019,6.9689541010286025,3.5649474208979903,4.7744231060709685,-0.3693525315283885,2.6494394831845014,-3.3707865168539297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1021605697739476,0.05697947092063245,0.42620152279546736,0.6189795760578477,1.137884052918401,0.5896789303774883,0.3151664917563205,0.07999530287448968,0.011216380278484069
Rhode Island,1994,1012987.0,48443.0,385626.0,578918.0,994885.0,642068.0,300816.0,14866.0,11549.0,Democrat,1021406,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.155894884046646,4.820945580439262,9.70493183731993,10.93209572553926,10.3539499079353,9.187067634394698,12.200398349906385,16.981429021089074,-0.4653968801172082,1.85185185185186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9917574402343436,0.047427761340740116,0.3775442869926357,0.5667853919009679,0.9740348108391764,0.6286119329629941,0.2945116829155105,0.01455444749688175,0.011306963146877931
South Carolina,1994,3179542.0,285908.0,1470131.0,1423503.0,3156251.0,1646310.0,961618.0,251078.0,51268.0,Republican,3696827,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.896882728186892,3.059992286036638,3.5331956300208365,6.730812487066372,5.417867107899088,3.3864947148426467,17.156902758910576,13.187932775533762,1.8090831463351664,-3.7914691943127914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8600732465976904,0.07733875564098618,0.3976737348001408,0.3850607561565634,0.8537729788275188,0.4453305496849055,0.2601198270841454,0.06791716247473847,0.013868109056766791
South Dakota,1994,507927.0,51846.0,126591.0,329490.0,525289.0,284638.0,148152.0,52745.0,11116.0,Republican,719540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.079136690647482,-1.7826358762574102,4.749650395942107,12.834404065586336,9.056917151962462,7.188503816621418,5.8508320056014815,20.886046938027135,0.2706115821757171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7059051616310421,0.0720543680684882,0.17593323512243933,0.4579175584401145,0.7300344664646857,0.3955832893237346,0.2058982127470328,0.07330377741334741,0.015448758929315954
Tennessee,1994,3535898.0,341912.0,1694595.0,1499391.0,3661470.0,2101003.0,996094.0,270608.0,67339.0,Democrat,5202024,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.176361926451412,2.2433539666876,10.395126600379024,7.160208832872961,11.410046186179068,6.670528665696262,27.45761410602552,9.09985203820398,2.5789842488499017,0.7092198581560183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6797158183045676,0.06572672482864363,0.3257568592532445,0.28823223422267946,0.7038548841758515,0.40388183522413584,0.19148200777235935,0.05201975231179249,0.012944769189838416
Texas,1994,19713604.0,1456330.0,8569649.0,9687625.0,19224149.0,9814470.0,6093204.0,1717181.0,291604.0,Democrat,18532634,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.731511325809355,18.070024954477137,-13.608586105776254,6.291579357832688,3.4954643830366283,10.09872400859524,18.30607220098428,-42.55982247269788,2.535215229575871,-1.6241299303944357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0637238074199276,0.07858192203007948,0.462408581532447,0.5227333038574009,1.0373133684073186,0.5295777167994576,0.3287824062138172,0.09265714738660462,0.015734622504280826
Utah,1994,1792011.0,125520.0,982848.0,683643.0,1846448.0,997141.0,413388.0,256177.0,34837.0,Republican,1926978,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.382013727602613,7.474034814326448,5.842368478864857,15.301441346020873,10.897045124626816,13.064277647507039,0.6135805503970859,23.57075326078569,-1.7762990949333202,-2.2522522522522515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9299592418802912,0.06513826312495524,0.510046300476705,0.3547746782786311,0.9582091751955653,0.5174636140111615,0.2145265799609544,0.132942358449344,0.018078566543053426
Vermont,1994,892124.0,34989.0,219927.0,637208.0,869710.0,419793.0,203059.0,38902.0,8396.0,Democrat,581186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5171812689543085,2.3698762397963646,1.452638182841426,8.630492189511108,7.391094433187263,3.4288797563788,4.9167368491756385,148.4956882785053,-0.7212959678372988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.535006004962267,0.06020275780903187,0.3784106981241805,1.0963925490290545,1.4964400381289296,0.7223040472413307,0.3493872873744378,0.06693554215001737,0.01444632183156511
Virginia,1994,6125739.0,372866.0,2399644.0,3353229.0,6276362.0,3271356.0,1883438.0,587495.0,84103.0,Republican,6543821,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5009164428500665,1.9871389848496124,1.7353970028545218,4.977891343875696,5.3906137574506685,4.808256364302177,2.4842990082610372,20.268297825735377,3.0484592293083423,-3.6199095022624417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.936110416223182,0.05697985932072409,0.3667037958403813,0.5124267610620767,0.9591280079329798,0.4999152635745996,0.2878193031258037,0.08977858654752323,0.012852276980070208
Washington,1994,5739012.0,327784.0,3978265.0,1432963.0,5968590.0,2918426.0,1741684.0,840257.0,75299.0,Democrat,5277664,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.879803891548432,15.256192070211961,6.9361971043133686,13.157661990204847,3.0588959284018724,5.044797694102955,7.081182508785688,-10.82100244742702,1.9979952319028933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.087415189750617,0.062107781018268686,0.7537927765011186,0.2715146322312296,1.1309151169911538,0.5529768473324562,0.3300103985399601,0.15921002170657322,0.014267486524341072
West Virginia,1994,1854403.0,147289.0,1185501.0,521613.0,1843973.0,1051169.0,507996.0,151404.0,22236.0,Democrat,1799424,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2143629847709336,4.524777699715421,-2.8487301507953644,10.751032956953411,0.7719220394262205,2.7036718231709505,1.5971680566388755,-11.709547246390333,-0.505615463779141,-1.1600928074245953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0305536660620287,0.08185341531512308,0.658822489863423,0.2898777608834827,1.024757366801821,0.5841697120856452,0.28231033930857874,0.08414025821596244,0.012357287665386256
Wisconsin,1994,5682439.0,238786.0,2363863.0,3079790.0,5860230.0,3257526.0,1689034.0,504767.0,65996.0,Republican,5080531,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.056314501175362,5.548237665426072,7.1733697731818795,5.253570748721748,3.891561322512493,4.6793127050589485,3.6444178264810168,0.9475450423875432,3.513394817742644,-1.1037527593818932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1184734430318406,0.0470002052935018,0.4652787277550319,0.6061945099833068,1.153468013481268,0.6411782547926584,0.33245225745104195,0.09935319752994323,0.012989980771694928
Wyoming,1994,674921.0,38849.0,351472.0,284600.0,623146.0,344562.0,192234.0,48647.0,7982.0,Democrat,469666,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.720059174483444,9.628354544684935,13.86179349040926,5.0145751079295975,1.3563606139813,3.1403504045547144,-0.7178862124530005,1.1877028038938422,-0.7954262987819982,-1.3392857142857095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.437023331473856,0.08271622812807401,0.7483445682676626,0.6059625350781194,1.3267854177223817,0.7336319852831586,0.4092993744490766,0.10357786171449497,0.01699505606111577
Alabama,1995,3367437.0,328957.0,2161366.0,877114.0,3353363.0,1851700.0,888983.0,243365.0,56486.0,Republican,4243844,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.373204638170266,-0.8637134858041741,16.774164268726356,11.378706955883501,8.059154452115935,9.07797098597838,7.567500199651045,5.121637265234892,-0.5055219910873099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7934874608963006,0.07751392369747805,0.5092944038470782,0.20667913335174432,0.7901711278736919,0.4363261232033977,0.20947589025421293,0.05734541608975259,0.013310102821875641
Arizona,1995,3815218.0,376437.0,1669173.0,1769608.0,4056279.0,1772388.0,1131046.0,710135.0,60202.0,Republican,4397930,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.971148319429287,7.908911356554582,12.906156231313904,1.7386210040779115,6.649350485449902,7.267215433414176,7.296022524607839,1.9403747821618245,0.283182302771845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8675031207863699,0.085594131784726,0.3795360544619855,0.4023729345396584,0.9223154984276694,0.4030050501031167,0.2571768991320917,0.161470282610228,0.013688712644357686
Arkansas,1995,2057550.0,197556.0,1244457.0,615537.0,2155067.0,1211057.0,598109.0,160693.0,33955.0,Democrat,2512062,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.67596338729925,49.54128440366971,53.561592110523726,36.54840577395333,49.0380944740744,48.3647567594056,48.19057104913678,52.53395855679693,-1.5454650893064303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8190681599419123,0.07864296343004272,0.4953926296405105,0.2450325668713591,0.8578876636006595,0.4820967794584688,0.2380948400158913,0.06396856447014444,0.01351678421949777
California,1995,29512214.0,2612241.0,15541486.0,11358487.0,30097549.0,16146416.0,8603751.0,2669270.0,428553.0,Republican,31815834,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.900811169563216,24.63707334110097,17.957018872077448,39.0366901334575,30.786759895236926,29.754037813335145,27.38096330866082,39.31028291896761,0.3827423937561969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9275951716368648,0.0821050612723212,0.4884827473012337,0.35700736306330993,0.9459927720266582,0.5074962359936879,0.27042355702509635,0.08389753353628887,0.013469802488911655
Colorado,1995,3709875.0,201341.0,1577988.0,1930546.0,3766191.0,1896225.0,1174299.0,449501.0,52783.0,Democrat,3797828,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.163898473642707,21.62753188070485,24.296827492335748,18.67181708317094,20.953350536570788,20.45917706160223,20.15218812637938,36.9515475947462,1.7464386915203356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9768412366226168,0.053014775813965236,0.41549748961775,0.5083289711909017,0.9916697122671168,0.4992919637224224,0.3092027864347727,0.11835738743302752,0.013898207080468098
Connecticut,1995,4420632.0,147466.0,1622686.0,2650480.0,4252186.0,2596475.0,1245242.0,91833.0,41365.0,Republican,3346340,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5553285888972663,3.5634024383392364,5.570490233327964,2.3586894899366717,2.899947971493221,6.794876593455367,1.930157441256264,72.99888853305201,1.5415960920048155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3210349217353885,0.04406784725999152,0.48491366687186604,0.7920534076035309,1.2706975382059205,0.7759148801377027,0.3721205854754747,0.0274428181236814,0.012361266338746213
Delaware,1995,802018.0,51682.0,510473.0,239863.0,772669.0,431433.0,236288.0,50074.0,8527.0,Democrat,724884,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.632795785763063,2.1948904532152147,14.090025255347214,15.431962116691375,5.509317609852493,4.232269910488862,8.497488314002076,-1.4388347603582319,1.9122744113780232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1064087495378572,0.0712969247493392,0.7042133637933794,0.3308984609951385,1.0659208921703334,0.5951752280364858,0.32596663742060805,0.06907863878910281,0.011763261432173976
Florida,1995,13242710.0,938814.0,6519109.0,5784787.0,13473977.0,6113051.0,4077880.0,2070572.0,173169.0,Democrat,14460152,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5248762783220124,5.4257280757508815,5.856894718236848,9.830046696101325,8.05917168020429,6.962682356028949,5.929609028232187,16.998787391127948,-0.07386163638146702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9158071090815644,0.06492421379802922,0.4508326745113053,0.4000502207722298,0.9318005094275634,0.42275150358032204,0.2820081006064113,0.1431915791756546,0.011975600256484163
Georgia,1995,7052825.0,458452.0,3652134.0,2942239.0,7292267.0,3813194.0,2009750.0,898969.0,103072.0,Democrat,7332334,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3503458505191213,2.0074316356273547,5.140405656645687,1.4151468556102833,10.533123936411526,8.661192944021389,7.88779347385542,24.28440681527853,1.9969521246066435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9618799416393198,0.0625247022298766,0.4980861482851163,0.4012690911243269,0.99453557352952,0.5200518688864965,0.2740941697418585,0.12260338931641684,0.014057188338665424
Idaho,1995,1083215.0,80861.0,665768.0,336586.0,1108075.0,602038.0,301143.0,134550.0,17640.0,Republican,1150351,220.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.022751602896431,4.167418133099732,15.563455336344356,13.609008090674957,13.674250934312425,11.740348155008595,10.045166524150929,34.652335775189144,-3.926801372474265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9416386824543118,0.0702924585626474,0.5787520504611201,0.2925941734305442,0.96324947776809,0.5233515683474,0.2617835773603013,0.11696430046133745,0.015334450093927853
Illinois,1995,12236673.0,686758.0,4100518.0,7449397.0,11821661.0,6031588.0,3778799.0,1023865.0,142660.0,Republican,11924948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.195279793998191,9.26380836616114,10.892335251708673,6.671030270677103,10.033342306026928,5.300547802765854,8.933544696983462,101.30293992163092,-0.2586869887436172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0261405752041854,0.057590020518328476,0.3438604512153848,0.6246901034704722,0.9913385785833196,0.505795748543306,0.3168818010778747,0.08585907460560835,0.011963154891744602
Indiana,1995,6514934.0,292362.0,3335998.0,2886574.0,6377558.0,3145120.0,1760003.0,643725.0,72356.0,Democrat,5812322,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.422669058573737,2.099171995208682,21.106352206235247,-6.304431866907345,5.215316175130137,4.703835942506629,0.9298722092364377,16.768096356693896,-0.07181526903105029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1208831857560542,0.05030037909117905,0.5739527163154415,0.4966300903494335,1.097247881311462,0.5411124848210406,0.3028054880648388,0.11075177872113763,0.012448725311502012
