STATE,YEAR,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,ENROLMENT,RULING_PARTY,POPULATION,AVERAGE_SCORE,AM_AVERAGE_SCORE,AS_AVERAGE_SCORE,HI_AVERAGE_SCORE,BL_AVERAGE_SCORE,WH_AVERAGE_SCORE,HP_AVERAGE_SCORE,TR_AVERAGE_SCORE,TOTAL_REVENUE_PCT,FEDERAL_REVENUE_PCT,STATE_REVENUE_PCT,LOCAL_REVENUE_PCT,TOTAL_EXPENDITURE_PCT,INSTRUCTION_EXPENDITURE_PCT,SUPPORT_SERVICES_EXPENDITURE_PCT,CAPITAL_OUTLAY_EXPENDITURE_PCT,ENROLMENT_PCT,AVERAGE_SCORE_PCT,AM_AVERAGE_SCORE_PCT,AS_AVERAGE_SCORE_PCT,HI_AVERAGE_SCORE_PCT,BL_AVERAGE_SCORE_PCT,WH_AVERAGE_SCORE_PCT,HP_AVERAGE_SCORE_PCT,TR_AVERAGE_SCORE_PCT,TOTAL_REVENUE_PC,FEDERAL_REVENUE_PC,STATE_REVENUE_PC,LOCAL_REVENUE_PC,TOTAL_EXPENDITURE_PC,INSTRUCTION_EXPENDITURE_PC,SUPPORT_SERVICES_EXPENDITURE_PC,CAPITAL_OUTLAY_EXPENDITURE_PC,ENROLMENT_PC
Mississippi,2003,3260771.0,482904.0,1754451.0,1023416.0,3205193.0,1702193.0,965269.0,267397.0,38752.0,Democrat,2881450,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.631869853005012,10.105498845144467,6.989679430575824,7.598428839376581,5.9178926351346695,7.2814545766234815,10.236205185482117,-10.71111348564483,-2.1784677521141003,5.418719211822665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1316424022627496,0.16759062277672698,0.6088778219299311,0.35517395755609155,1.1123541966718145,0.5907418140172482,0.33499418695448474,0.0927994586059102,0.013448784466154192
Missouri,2003,7622601.0,559732.0,3430809.0,3632060.0,7905481.0,4087984.0,2334521.0,767068.0,66927.0,Democrat,5713326,228.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2407769579100956,2.7902552255306245,2.4998080449052384,1.9135410329911504,3.5165598086349887,4.775371540098906,4.924744308631035,-7.440764927624366,-3.974346098110393,3.863636363636358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3341792504051055,0.09796955398659203,0.6004924277032327,0.6357172687152808,1.3836915659985094,0.7155173711424834,0.40860980101608063,0.13425944887443847,0.011714192398613349
Montana,2003,1205602.0,171819.0,553269.0,480514.0,1214879.0,687104.0,384824.0,75983.0,10779.0,Republican,928361,229.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1487877727479185,13.05294740789966,-0.19680352117756872,3.9043545576030736,4.374634867177574,3.787441656722512,6.3781440825319,7.856858959800128,-1.3905406641661289,2.45535714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.298634906033321,0.1850777876278732,0.5959632082778143,0.5175939101276336,1.3086277859582642,0.7401258777566054,0.41451978271383655,0.08184639380585786,0.011610785028668805
Nebraska,2003,2600831.0,225861.0,878715.0,1496255.0,2623966.0,1414919.0,683210.0,329746.0,20480.0,Republican,1745786,228.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.868277332860813,13.293606007253244,-0.12048535136824913,3.2485312363284664,2.3862070257201884,5.6972195184263645,2.3360804297093862,-9.764934460772244,-1.8875155696081225,2.9279279279279318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4897765247286896,0.12937496348349686,0.5033348875520826,0.8570666736931102,1.503028435329416,0.8104767709215219,0.3913480804634703,0.18888111143061065,0.011731105645250909
Nevada,2003,2778564.0,191839.0,1663026.0,923699.0,3009028.0,1406660.0,767835.0,576610.0,30653.0,Republican,2208945,217.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.195038394113729,25.775446648090487,5.055802520920817,7.839975903220607,3.295717198250747,4.687984912951038,3.9204566986254634,-4.672708696356597,2.3369946249123696,4.066985645933018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.257869254327292,0.08684643574194921,0.7528598493851137,0.41816296920022905,1.3622014128916746,0.6368017311431475,0.3476025885660349,0.2610341135700527,0.013876760172842692
New Hampshire,2003,2028602.0,101294.0,957471.0,969837.0,2122604.0,1119824.0,570036.0,214807.0,15810.0,Republican,1259991,235.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.497529297366621,18.555711610486906,1.4708687653138153,13.023681858281774,8.514979445790406,6.905459717992524,8.790478953234505,14.974575817588189,-0.8093355919442824,4.2035398230088505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6100130873950689,0.0803926377251901,0.7599030469265257,0.7697174027433529,1.6846183821947935,0.8887555546031678,0.4524127553292047,0.1704829637672015,0.012547708674109577
New Jersey,2003,19785039.0,797717.0,8135014.0,10852308.0,19812932.0,10169992.0,6429003.0,1626453.0,99937.0,Democrat,8527613,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.482814386184991,10.721751079156672,10.885895679110536,8.365819522708652,9.131212212162199,9.024607419982633,7.445525194284277,15.669490747951276,-1.6145387243175158,5.936073059360725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3201145502264238,0.09354516908776232,0.9539614426686576,1.2726079384700033,2.3233854538192573,1.1925953956869288,0.7539041699007683,0.1907278156267176,0.011719223187074742
New Mexico,2003,2626262.0,383513.0,1905419.0,337330.0,2658140.0,1239571.0,851701.0,399406.0,24382.0,Democrat,1891086,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5077589573953905,8.677159017489778,3.9797194092631374,-4.134387486572057,4.540795899762529,3.67270574027021,4.608440394016066,7.0150901335391165,-2.4524904980996243,2.4038461538461453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3887586286398397,0.2028004014624401,1.0075792428266086,0.17837898435079105,1.405615609231944,0.655481030476668,0.4503766618757688,0.2112045671111732,0.012893120672460165
New York,2003,38033080.0,2591430.0,17509618.0,17932032.0,41603390.0,24786376.0,10000845.0,4489672.0,206912.0,Republican,19096950,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.391704659061781,17.445488231113938,0.9913809387443128,10.66469545786788,5.096804963802648,6.987891939292946,6.624375193973342,-6.6415363642185925,-2.5902247497810893,3.1531531531531427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.991578759959051,0.13569863250414332,0.916880339530658,0.9389997879242497,2.1785358394926937,1.2979232809427683,0.523688075844572,0.2350989032280024,0.010834819172695116
North Carolina,2003,9907235.0,888996.0,5970302.0,3047937.0,9989670.0,5517870.0,2721749.0,940500.0,105411.0,Democrat,8495164,231.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1234830919911074,14.271244392457286,0.6931623019147848,1.7995309376104274,1.0854752980526294,3.3436716897593977,3.659178929881168,-17.030933655623233,1.6244721670555018,4.279279279279268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1662205697264938,0.10464730286548912,0.702788315799436,0.35878495106156866,1.1759243258870575,0.6495307212432861,0.32038804665807513,0.11071004632753413,0.01240835374102254
North Dakota,2003,882913.0,126023.0,306647.0,450243.0,895278.0,448720.0,239435.0,81014.0,7219.0,Republican,651317,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.269691848566115,13.469832437445412,1.1101951991558945,4.1226504107156,6.750243839621482,3.0046071101459626,6.721014815739279,40.97236723045869,-4.598916347297476,2.6785714285714186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.355581076495777,0.193489498969012,0.4708106805134827,0.6912808970132823,1.3745656876758936,0.6889425579249429,0.3676166904901914,0.1243849001331149,0.011083696571715462
Ohio,2003,18018740.0,1097349.0,7844992.0,9076399.0,18760200.0,8958790.0,6097596.0,2324140.0,136776.0,Republican,11408149,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4375066195345463,11.700720988679779,0.4272097209029546,3.1882470615493874,6.537904828364494,5.682362027256758,7.617846967448294,9.20135112086744,-3.078231292517009,3.6036036036036116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5794621897031675,0.09618992528936993,0.6876656326981704,0.7956066317156272,1.6444560813502698,0.7852974220445402,0.5344947721142141,0.2037263012606164,0.011989324473234
Oklahoma,2003,4426835.0,563974.0,2272785.0,1590076.0,4376502.0,2158574.0,1402007.0,307213.0,44829.0,Democrat,3540863,221.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2909529186587498,13.285553015663854,-3.116218677106497,4.151653279342993,-2.046623681944093,-1.6026121707720775,-2.608914921462336,-10.110659862830927,-1.8242740134028268,3.9906103286385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.250213577876354,0.15927586015047746,0.6418731817638808,0.4490645359619957,1.23599868167732,0.6096180507407375,0.39595064818943854,0.08676218198783743,0.012660472884717652
Oregon,2003,4592019.0,407432.0,2348070.0,1836517.0,4978764.0,2458415.0,1546156.0,606048.0,40903.0,Democrat,3544302,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7837632838935042,3.0703651703158474,-11.810008063810391,7.098341201134839,-0.03417350906521621,-0.6980660395839999,-3.2018426105569486,8.79773661184724,-1.920679071551889,3.1818181818181746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.295606017771623,0.11495408686957265,0.6624915145492681,0.5181604163527825,1.4047234123954448,0.6936245839096105,0.436237092663097,0.17099220100318765,0.011540495138393964
Pennsylvania,2003,19811545.0,1419644.0,6912678.0,11479223.0,20626459.0,10151195.0,5765734.0,1848552.0,135765.0,Democrat,12407452,227.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.589653711788013,9.980183108695416,4.1430935208769615,7.702679576350802,3.036707846131148,4.934070397200552,5.8230896224900075,-17.924828628222144,-1.8790879196328605,2.9411764705882253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5967456493081738,0.11441865743264612,0.5571392095653483,0.9251877823101794,1.662425049075346,0.8181530744588008,0.4646992791106506,0.1489872376697488,0.01094221440469808
Rhode Island,2003,1728055.0,109011.0,713197.0,905847.0,1646238.0,971700.0,525727.0,31360.0,12429.0,Republican,1049593,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7750869647984695,12.978816018572248,5.444645024697992,5.227287511848777,2.8842806672387145,0.7810871330648395,8.532257631653373,16.13524423212236,0.17731925525912295,1.3636363636363669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6464048445445043,0.10386025821437453,0.6794986247050047,0.8630459616251251,1.5684536768061526,0.925787424268264,0.5008865341136993,0.029878248044718288,0.011841732938386593
South Carolina,2003,5709707.0,535356.0,2761951.0,2412400.0,6024747.0,2888468.0,1731328.0,865462.0,52715.0,Republican,4196018,225.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4697519319339492,8.326268142701343,-3.3436955489367093,6.025579044521612,2.15830131673591,1.990109127271356,6.819348469891406,-9.528419045548242,-2.8151616828288035,5.373831775700944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3607441626799504,0.12758667860814707,0.6582314470528964,0.574926037018907,1.4358248701507,0.6883831289570255,0.41261214799364543,0.20625793311658816,0.012563101492891594
South Dakota,2003,965778.0,148498.0,328576.0,488704.0,993823.0,499480.0,295468.0,122247.0,9140.0,Republican,772645,229.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.749594467135186,16.807991819397472,-5.0594360939188565,6.7836681539490185,1.2063419000648778,2.8062390140085602,8.80835502984729,-18.160456304309992,-3.981510662884757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2499634372836166,0.1921943453979512,0.42526127781840295,0.6325078140672624,1.2862608313002737,0.6464547107662639,0.3824110684725845,0.15821884565356664,0.011829494787386187
Tennessee,2003,5994756.0,608447.0,2648909.0,2737400.0,6482671.0,3621601.0,1716956.0,635950.0,70446.0,Democrat,5886330,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6105109407301272,10.528256644080725,4.0970615639932095,1.7350784958936494,1.87501659894298,4.110758223701239,5.677755216472603,-16.607001890914432,-1.1977559607293076,2.8037383177569986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0184199662608109,0.10336610417696596,0.45001027805100974,0.4650435840328354,1.1013094746641796,0.6152561952863669,0.2916853115608537,0.10803845520043898,0.011967728618680907
Texas,2003,35143236.0,3360082.0,13675228.0,18107926.0,37333674.0,18009879.0,10264033.0,4764154.0,321788.0,Republican,22139942,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.135082094071787,14.227815018007453,5.758944466768812,6.9537845303606405,4.668513264061724,7.032930943862059,7.138687056354209,-11.771249727997922,0.054724326206723184,4.147465437788012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.587322857485354,0.15176561889818865,0.6176722594846906,0.8178849791024746,1.6862588890250931,0.8134564670494621,0.4635980076189902,0.2151836712128695,0.014534274751035931
Utah,2003,2875622.0,263030.0,1607204.0,1005388.0,2957874.0,1508566.0,705128.0,469251.0,36064.0,Republican,2392384,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3687185390313319,10.239355571481855,-4.368672368910376,6.296453711750694,1.1567171708017463,-1.7191394660686865,3.1605281445448163,10.09621814137802,1.6431329443927778,2.2522522522522515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2019901487386642,0.10994472459270753,0.6718001792354404,0.420245244910516,1.2363709170434178,0.6305701760252534,0.2947386372756213,0.1961436792755678,0.01507450308980498
Vermont,2003,1451171.0,79956.0,779124.0,592091.0,1440961.0,662999.0,345187.0,46411.0,7049.0,Republican,613901,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.621022382367479,16.183030849038783,1.691543847009247,7.245182406523565,3.4519125839986176,5.541493947671716,5.790825395657872,-29.31294454513609,-1.8108371639504075,3.083700440528636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3638518262716626,0.1302424983832898,1.2691362288056218,0.9644730990827513,2.3472204801751424,1.0799770647058728,0.5622844725778261,0.07560013748145059,0.011482307407871954
Virginia,2003,10504167.0,698716.0,4087720.0,5717731.0,10746679.0,5661291.0,3184333.0,1069375.0,90729.0,Democrat,7355268,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.950502818123593,11.882813163022995,2.133073419171305,8.139476605274433,5.264684382131124,5.351805022274214,6.005883643411393,-5.128705580716564,-0.5011734257451828,2.6666666666666616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4281147879315883,0.09499531492258337,0.5557540527415179,0.7773654202674872,1.4610859862618195,0.7696920085032931,0.4329322874435031,0.1453889919442772,0.012335240537802291
Washington,2003,8565636.0,702469.0,5334268.0,2528899.0,8802387.0,4332487.0,2514359.0,1189781.0,75108.0,Democrat,6143247,229.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8184285662860917,9.694621681298463,2.681559557124769,4.705692383174376,5.258269621517363,3.5918814326686643,3.4487028998118507,14.718045384641345,-2.524236564442661,2.45535714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3943173699511024,0.1143481614852862,0.8683141016468978,0.4116551068189184,1.4328557845712535,0.7052438230141161,0.4092882802856535,0.19367298759108986,0.012226107789577726
West Virginia,2003,2497707.0,267470.0,1519848.0,710389.0,2524444.0,1420396.0,761887.0,166233.0,20753.0,Democrat,1821739,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.478537906256829,3.6637120809869033,4.7429887541643,0.8071508341835676,4.001456753055632,5.480093955076515,7.289139236049991,-14.552491981248462,-1.3687562378214002,2.7397260273972712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37105644661502,0.14682125156238074,0.8342841647458829,0.3899510303067563,1.385733082510722,0.7796923708610289,0.41821962421620223,0.09124962467181083,0.01139186239082547
Wisconsin,2003,8931497.0,530014.0,4838109.0,3563374.0,9128279.0,4844788.0,2757563.0,733156.0,61744.0,Democrat,5460668,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.556385929034378,17.739287673910773,3.3276167695363457,2.034929336129565,2.9818819250886137,4.348631433121564,6.016567040923192,-15.057269110364981,-1.1083349349734095,3.1531531531531427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6356052043449631,0.09706028639719537,0.8859921533409466,0.652552764606821,1.6716414548549738,0.8872152637735896,0.5049863862809458,0.13426122957850578,0.01130704155608801
Wyoming,2003,962240.0,84308.0,489199.0,388733.0,915515.0,473447.0,292271.0,110312.0,6174.0,Democrat,514735,231.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.889719484240995,11.669183289623563,10.29795389211432,-0.24711570044342324,5.400370938755961,2.071408398172636,7.123326833702293,19.191788222582385,-3.6216047455510436,4.7511312217194615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8693891031307373,0.163789134214693,0.9503900065082032,0.7552099624078409,1.7786142383945136,0.9197878520015154,0.567808678251916,0.21430833341428115,0.011994521452786386
Alabama,2004,5356113.0,625666.0,2971520.0,1758927.0,5450269.0,2875595.0,1580654.0,449619.0,56182.0,Republican,4580154,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0803952383866573,10.209898115919568,0.15298379059387468,5.872145200735046,2.855990603389502,2.0760275331713984,3.890468509893763,4.0112982587634285,-1.9904750274758798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1694176658688769,0.13660370371825925,0.6487816785199799,0.38403228363063774,1.189975053240568,0.6278380595936294,0.34510935658495323,0.09816678653163192,0.0122663997760774
Arizona,2004,7117923.0,835464.0,3181009.0,3101450.0,6731212.0,3224647.0,2115629.0,829146.0,77110.0,Democrat,5635186,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.005184463943829,12.81227255971342,9.214355827673202,7.813296272168735,8.388098649869157,14.719092449518964,7.707858910544552,-4.105282880082162,1.1849305181938607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.263121217294336,0.14825846032411352,0.5644905066132688,0.5503722503569536,1.1944968631026551,0.5722343503834656,0.3754319733190706,0.14713729058810127,0.013683665454875845
Arkansas,2004,3385818.0,423001.0,2430731.0,532086.0,3539569.0,1863515.0,1036279.0,362154.0,33884.0,Republican,2770407,221.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.459448828007506,11.331580457274315,1.5200456410461969,13.938996813649918,9.151661882219653,5.359942511871618,6.5475150061999,46.47576290723776,-0.5459348400352226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2221373971405645,0.15268550794161292,0.8773913002674336,0.192060588931518,1.2776350189701369,0.6726502640225787,0.3740529821069612,0.13072230903257176,0.012230693901654162
California,2004,60162326.0,6634068.0,31756690.0,21771568.0,62647953.0,29624968.0,17338877.0,9242549.0,488045.0,Republican,35224571,216.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5792293698719142,14.466233756150082,-5.535989512212081,6.710640504951515,4.850332347920006,0.21448459947803755,1.811720086539692,25.89385525463932,-1.0883333502224255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7079647613025577,0.18833637462894864,0.9015493758603902,0.618079010813219,1.7785299074330814,0.8410313357684328,0.4922381311613419,0.2623892566356593,0.013855243261869677
Colorado,2004,6527456.0,435102.0,2834744.0,3257610.0,6869975.0,3232723.0,2190563.0,859189.0,56425.0,Republican,4592435,229.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6557909002067785,8.71597800204389,4.402039025213078,2.382484904789872,2.7665698982008986,2.0190327716493432,1.89797842643904,4.63508169849074,-0.021262646845154887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4213496761521938,0.0947432026800597,0.6172638262708128,0.7093426472013213,1.4959329854423633,0.7039235176981274,0.4769937952306347,0.187087895637064,0.012286510315333805
Connecticut,2004,7276945.0,358769.0,2520724.0,4397452.0,7087023.0,3896977.0,2044339.0,587992.0,42652.0,Republican,3472978,234.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.555444905674522,2.2130991079797546,1.5642445045148892,6.553518800268178,4.964709489226227,4.7161790541684345,4.7514640483826485,8.913627354733556,-1.9358992044879784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0953040877310483,0.10330298665871193,0.7258105291769772,1.2661905718953592,2.040618454824649,1.1220851384604222,0.5886415059352521,0.1693048444303419,0.01228110284603012
Delaware,2004,1334523.0,104492.0,827110.0,402921.0,1373416.0,709545.0,393664.0,158252.0,8872.0,Democrat,829334,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4118103467703875,13.595547148479126,4.108137228247188,13.18705088516705,4.248292341171989,5.274207451961943,7.0728390360659255,-7.588454104305475,-2.4733428602836116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6091502338020631,0.1259950755666595,0.9973183301299596,0.4858368281054437,1.6560469002838425,0.855560003569129,0.4746748595861257,0.19081817458346093,0.010697740596671544
Florida,2004,21623923.0,2174314.0,9593760.0,9855849.0,21896220.0,10411050.0,6317387.0,3365514.0,197293.0,Republican,17109951,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.609235320911914,11.115630955185573,10.410914036266641,10.691483083070086,8.503795463877317,8.19375391136572,6.384999168944416,15.094383499524989,10.770932406560018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2638214451929173,0.12707891448666336,0.5607123012801147,0.5760302294261392,1.2797359852170238,0.6084792411153018,0.3692229743965953,0.1966992190684824,0.011530892169124271
Georgia,2004,14136215.0,1201843.0,6333305.0,6601067.0,13779680.0,7492703.0,3675160.0,1767711.0,116129.0,Republican,8786933,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.520641218761947,14.24656336236767,-3.3333948949730408,11.483136256815634,1.9449672307382704,1.9010819922104405,1.6387041034805705,3.648763223534469,-0.914667963583926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6087769190911094,0.13677616524446015,0.7207640026389185,0.7512367512077308,1.5682013280401703,0.8527096997325461,0.4182528761742009,0.20117497197258705,0.01321610168189515
Idaho,2004,1733838.0,177528.0,1007906.0,548404.0,1744954.0,943113.0,507529.0,183197.0,18856.0,Republican,1403405,226.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.838342475373423,9.227834861256381,1.3967497701258047,3.5834630320796586,1.043058216812276,2.0205877326017863,-0.5398954307797244,-1.42749529190207,0.7803313735970097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.235450921152483,0.12649805294978994,0.7181861258866827,0.39076674231601,1.243371656791874,0.6720176998086796,0.3616411513426274,0.13053751411745007,0.013435893416369473
Illinois,2004,21082441.0,1752663.0,7265072.0,12064706.0,21681903.0,10829189.0,6608575.0,2342761.0,158622.0,Democrat,12583829,224.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.413610581889162,8.274356839090547,6.9551044756255935,7.567066111447196,1.89737118927058,4.027461079720696,4.296654606574002,-14.121034611690694,-1.0134418331814832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6753597811921952,0.13927899052029394,0.5773339736259925,0.9587468170459088,1.72299726895526,0.8605639030854599,0.5251640816161758,0.1861723486547696,0.012605225325296458
Indiana,2004,10423578.0,651058.0,5044543.0,4727977.0,10312694.0,5005025.0,2986672.0,913045.0,78079.0,Democrat,6241812,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4065235391961,11.68525062613648,10.3857329762449,52.85003004966033,5.471357330747862,4.578990697635542,4.8326967917390995,6.243505560345786,0.7679004697743963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6699602615394376,0.10430592911161053,0.8081856678797759,0.7574686645480511,1.6521955483439743,0.8018544935348901,0.4784943859251128,0.14627883697874913,0.012509027827175829
Iowa,2004,4396136.0,353266.0,1953425.0,2089445.0,4443289.0,2256107.0,1236810.0,533020.0,33743.0,Democrat,2974336,230.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4876333860061921,15.943522554219403,-1.0777796008321183,-0.2845270632387931,-1.6534122474817337,4.583759227711526,2.3509580015243388,16.115736686403427,-1.5952172645086082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4780226578301847,0.11877138292378535,0.6567600298016095,0.7024912451047898,1.4938759440762577,0.7585245917071911,0.4158272636312777,0.1792063842148298,0.011344716938503249
Kansas,2004,4377709.0,339550.0,2250069.0,1788090.0,3982036.0,2132173.0,1229634.0,286696.0,33503.0,Democrat,2754298,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.592140188753449,9.126729058466607,-6.155665876035021,31.47846266177545,4.276174863960368,3.0837526210011785,2.8045571859619094,21.66023772241388,-0.8757655551939414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5894100783575342,0.12328005175910522,0.8169301215772585,0.6491999050211705,1.4457535096057144,0.7741257481942767,0.4464418882778842,0.10409040706561164,0.012163898024106324
Kentucky,2004,5135262.0,607212.0,2968391.0,1559659.0,5259909.0,2723672.0,1580235.0,499029.0,47872.0,Republican,4160808,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.40303056737188,20.542190918222715,2.2056714610008354,6.536995546326407,11.901195916854697,1.3091431725631877,7.22377191059953,292.90218957413134,-0.03758613489246443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2341982614915181,0.1459360778002734,0.7134169613209742,0.3748452223702704,1.2641556639960316,0.6546017023616567,0.3797904157077183,0.11993559904710815,0.011505457593813507
Louisiana,2004,5713792.0,785967.0,2740918.0,2186907.0,5708535.0,3137090.0,1743781.0,372374.0,61940.0,Democrat,4494734,215.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.298232980506245,6.344255951333968,3.86258353116824,4.125635993292254,3.5032043460019087,4.236422822901842,5.975482799003551,-9.111677914597085,3.3573621679348524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2712191644711344,0.1748639630287354,0.6098064980041088,0.4865487034382902,1.270049573567646,0.6979478652129358,0.3879608893429511,0.08284672685858607,0.013780570774599788
Maine,2004,2228749.0,190456.0,870326.0,1167967.0,2291174.0,1304255.0,590947.0,189418.0,14439.0,Democrat,1296298,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.058533574092359,16.475451943540698,-0.4440590797613386,3.8302718243085287,6.362560622287461,3.916834980618989,3.8304758357258,37.542478724331225,-2.708712350919751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.719318397467249,0.14692300690119092,0.6713934604543091,0.901001930111749,1.7674747627474547,1.006138249075444,0.4558728008528903,0.1461222650964516,0.011138642503498424
Maryland,2004,9123493.0,581542.0,3436703.0,5105248.0,8921938.0,4963083.0,2673482.0,581423.0,63776.0,Republican,5487312,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.855936326245591,1.8269749329373752,3.5961865350697453,6.083780712931497,2.169133805392676,4.737791645976563,1.6211987771164391,-13.844368839389965,-2.0623781077719228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6626524972518422,0.105979393918188,0.6262999078601691,0.930373195473485,1.6259213983094094,0.904465246371994,0.4872115892079765,0.10595770752601638,0.011622448295267335
